#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Aeromonas sp. FDAARGOS 1407	12	11	0	0	1	29	2392	0	127	27
Aeromonas sp. BC14	13	1	0	0	2	2	0	0	0	0
Aeromonas sp. CD	14	0	0	0	0	2	1	1	7	2
Aeromonas sp. FDAARGOS 1406	19	0	0	0	0	1	2	0	17	4
Aeromonas sp. ASNIH2	24	0	0	0	1	0	5	1	5	2
Aeromonas sp. FDAARGOS 1409	32	2	1	0	3	19	481	2	19	14
Aeromonas sp. FDAARGOS 1416	33	0	29	0	17	0	0	0	5	0
Aeromonas sp. ASNIH5	40	0	0	0	6	2	19	3	1	3
Aeromonas sp. CU5	41	2	8	0	27	54	7	0	124	74
Aeromonas sp. XH	47	2	0	0	23	6	0	0	3	7
Aeromonas sp. CA23	58	1	12	0	3	8	7	0	3	7
Aeromonas sp. FDAARGOS 1415	86	0	0	0	6	40	7	3	17	34
Aeromonas caviae	1898	41	41	0	273	98	297	5	127	233
Aeromonas rivipollensis	5577	0	7	0	28	10	47	8	8	17
Aeromonas media	14922	102	13	0	329	458	2238	58	1539	2157
Pragia fontium	156	127	196	0	167	136	331	1	411	2563
Leminorella richardii	303	277	246	0	811	930	1143	10	2100	11106
Limnobaculum xujianqingii	0	0	2	0	0	0	0	0	0	0
Limnobaculum zhutongyuii	91	36	103	1	203	215	1314	1	678	1506
Limnobaculum parvum	711	61	521	0	418	170	100	8	630	1685
Sodalis endosymbiont of Henestaris halophilus	37	19	3	0	13	45	78	3	76	130
Candidatus Sodalis pierantonius	97	61	55	0	139	244	130	4	651	1396
Sodalis praecaptivus	232	236	272	1	666	681	938	2	2987	5373
Sodalis glossinidius	258	161	208	0	686	589	196	2	2490	3435
Sodalis ligni	663	182	716	2	798	521	868	13	2359	2872
Prodigiosinella sp. LS101	64	56	83	0	78	85	179	2	71	596
Musicola paradisiaca	410	213	455	1	870	717	1926	1	3369	4865
Lonsdalea britannica	256	308	228	2	1313	1362	663	2	6891	7798
Lonsdalea populi	1103	91	1138	3	691	590	962	1	2130	2316
Brenneria sp. EniD312	0	55	0	0	0	4	30	0	14	842
Brenneria ulupoensis	34	13	25	0	15	27	42	0	16	80
Brenneria goodwinii	344	511	403	0	1237	1256	2680	2	6115	12171
Brenneria izadpanahii	529	162	644	2	1008	684	1186	0	3031	3272
Brenneria rubrifaciens	712	280	781	1	1155	1546	735	3	6118	6503
Pectobacterium odoriferum	31	31	14	0	244	328	79	0	1471	698
Pectobacterium parvum	45	130	20	0	139	228	1234	2	845	1567
Pectobacterium colocasium	58	38	57	1	547	293	1219	0	1655	732
Pectobacterium versatile	60	199	60	0	389	535	267	8	1764	1917
Pectobacterium punjabense	68	127	57	0	316	440	1372	0	1873	1756
Pectobacterium quasiaquaticum	75	63	38	0	265	135	106	1	799	911
Pectobacterium aroidearum	78	72	91	0	127	107	166	3	237	392
Pectobacterium wasabiae	78	402	98	0	325	355	2108	1	1784	1949
Pectobacterium aquaticum	110	50	127	0	105	109	251	0	703	1215
Pectobacterium atrosepticum	123	135	147	0	270	203	1781	1	905	1734
Pectobacterium polaris	160	95	174	1	329	237	1154	4	958	1572
Pectobacterium actinidiae	174	114	202	0	374	271	143	1	1693	2420
Pectobacterium polonicum	238	13381	166	1	508	1906	18461	2	3133	4200
Pectobacterium parmentieri	272	173	213	1	619	315	1600	23	1256	1601
Pectobacterium cacticida	343	70	369	1	236	94	3399	0	320	499
Pectobacterium carotovorum	388	382	469	1	787	483	7134	23	1858	1837
Pectobacterium brasiliense	725	242	815	2	900	184	2350	6	714	1190
Pectobacterium sp. 21LCBS03	6	126	3	0	16	25	34	0	55	33
Pectobacterium sp. PL64	69	1461	32	0	95	283	3023	3	536	439
Pectobacterium sp. A5351	165	112	221	1	123	224	394	1	1110	2466
Pectobacterium sp. F1-1	603	9	688	1	286	17	6	1	33	49
Dickeya sp. MK7	0	0	0	0	0	0	0	0	0	2
Dickeya aquatica	0	0	0	0	0	1	0	0	1	3
Dickeya sp. DW 0440	0	0	0	0	0	2	0	0	3	2
Dickeya parazeae	12	152	4	0	8	38	215	1	192	42
Dickeya oryzae	14	9	4	0	5	10	445	0	33	38
Dickeya sp. Secpp 1600	16	9	17	0	7	6	133	0	23	20
Dickeya sp. NCPPB 3274	29	45	31	0	58	89	676	0	260	508
Dickeya poaceiphila	146	196	196	1	777	648	407	7	3397	4959
Dickeya lacustris	220	136	234	1	503	391	1057	8	1956	2176
Dickeya solani	228	165	268	1	689	694	2664	2	2798	3416
Dickeya fangzhongdai	338	134	328	0	482	402	807	39	1619	2631
Dickeya dianthicola	590	282	572	0	669	370	1100	4	1398	3140
Dickeya dadantii	697	304	773	0	1142	912	3147	9	3659	4327
Dickeya zeae	762	681	745	1	1971	1711	6714	64	8040	9698
Dickeya chrysanthemi	918	262	670	4	1116	1512	6088	5	5577	6478
Obesumbacterium proteus	220	1246	233	0	3459	475	2711	3	2217	3097
Edwardsiella anguillarum	58	24	117	0	94	44	122	0	186	86
Edwardsiella hoshinae	165	186	113	0	633	661	566	2	3328	4441
Edwardsiella piscicida	304	1598	291	1	581	816	1329	6	4026	5363
Edwardsiella ictaluri	583	456	463	2	1767	1823	1854	9	8544	8337
Edwardsiella tarda	954	876	999	1	3623	2865	4565	662	13962	12659
Hafnia sp. CBA7124	10	52	4	0	127	12	94	1	47	44
Hafnia paralvei	2573	2536537	2115	115	229751	252008	2497385	17	2433685	2340487
Hafnia alvei	11460	55834	12872	4	1447237	6254	138511	30	142585	51897
Candidatus Fukatsuia symbiotica	74	32	47	0	56	53	97	7	84	204
Ewingella americana	291	257	276	1	1560	1110	5558	3	5926	6226
Nissabacter sp. SGAir0207	304	697	381	4	2803	3457	4264	9	15777	19615
Chimaeribacter arupi	322	717	395	0	2168	2384	4131	6	12116	17373
Chania multitudinisentens	471	233	419	0	1220	841	2297	3	4533	6395
Rouxiella chamberiensis	224	378	219	0	1367	1548	2949	1	7195	9218
Rouxiella badensis	316	932	580	1	1157	1254	3604	5	6114	8105
Gibbsiella quercinecans	560	517	708	1	2224	2258	3356	3	10188	12368
Rahnella sp. WMR42	0	0	0	0	0	1	1	0	5	5
Rahnella sp. WMR114	0	1	0	0	0	0	0	0	1	0
Rahnella sp. 'WMR15'	0	1	0	0	0	0	0	0	2	0
Rahnella sp. WMR121	0	2	0	0	20646	2	0	23	0	11
Rahnella sp. WMR66	3	69	0	0	6	0	13	0	3	4
Rahnella bonaserana	174	794	207	3	619	1824	4904	5	6309	5151
Rahnella inusitata	178	296	231	2	650	2308	3827	117	3307	4608
Rahnella aquatilis	217	208	280	0	468	429	4550	3	2326	3172
Rahnella victoriana	289	595	374	0	1208	1248	2781	5	9055	7820
Rahnella sikkimica	328	408	405	0	1327	1511	5388	2	7569	8966
Rahnella aceris	356	621	405	2	1112	1416	5840	3	7145	6827
Yersinia bercovieri	13	1	6	0	4	5	123	0	90	16
Yersinia sp. KBS0713	7	12	3	1	3	32	1011	0	65	27
Yersinia sp. SCPM-O-B-9106 (C-191)	21	28	12	0	107	103	41	0	628	786
Yersinia rochesterensis	55	19	48	0	26	25	32	1	120	133
Yersinia rohdei	89	246	109	1	252	426	1440	5	1445	2570
Yersinia massiliensis	97	19	97	0	1019	36	918	0	74	109
Yersinia aleksiciae	104	59	127	0	245	271	896	4	1390	1556
Yersinia mollaretii	118	226	113	0	597	462	1004	2	2123	3399
Yersinia kristensenii	121	80	114	0	91	35	368	2	128	285
Yersinia canariae	164	150	224	0	583	390	837	1	1943	2432
Yersinia aldovae	165	50	193	0	209	131	862	1	575	779
Yersinia alsatica	168	34	183	0	151	102	734	1	490	682
Yersinia frederiksenii	188	90	262	0	369	270	2456	6	900	1392
Yersinia entomophaga	226	415	272	0	1017	950	530	2	4812	7396
Yersinia intermedia	287	189	256	0	254	167	974	21	1091	1442
Yersinia hibernica	359	329	412	1	711	564	541	3	3111	4362
Yersinia enterocolitica	750	782	525	70	2245	1495	3457	154	3602	4841
Yersinia ruckeri	775	1274	749	1	8152	1032	1899	116	6289	8581
Yersinia similis	38	163	34	0	390	99	820	1	300	904
Yersinia pseudotuberculosis	229	776	260	0	1479	428	1678	4	1774	1160
Yersinia pestis	395	114	72	0	19042	763	2292	44	3390	5196
Serratia sp. JKS000199	0	1	0	0	2	8	0	2	2	0
Serratia sp. SCBI	0	39	19	0	158	64	130	4	12	2
Serratia nematodiphila	5	187	1	0	9	344	32	1	58	29
Serratia nevei	22	48	31	0	568	147	42	5	542	230
Serratia ficaria	36	9	23	0	23	38	89	0	48	61
Serratia rhizosphaerae	172	378	197	0	1236	1262	3257	6	5734	7580
Serratia grimesii	172	224	200	0	587	685	451	1	3704	4116
Serratia inhibens	207	195	171	0	933	1311	1108	1	5427	4221
Serratia quinivorans	228	595	285	2	1454	1785	2161	2	12583	11874
Serratia ureilytica	281	903	136	0	2075	1447	1284	30	2309	2788
Serratia entomophila	399	711	475	0	1771	2349	2231	7	8786	9724
Serratia surfactantfaciens	499	1977	632	3	3194	4178	2482	5	9941	11603
Serratia liquefaciens	593	7531	584	2	1937	5672	25746	96	253940	62229
Serratia odorifera	648	620	750	4	2535	2880	2943	11	13036	14720
Serratia proteamaculans	674	3015	1858	1	2410	3972	9208	93	75861	28570
Serratia fonticola	987	1508	750	4	2421	2371	5208	5	11278	22451
Serratia rubidaea	1155	863	1302	4	2976	3434	3987	12	15459	19511
Serratia plymuthica	1180	1215	2120	5	2680	3291	7325	14	15124	16371
Serratia sp. LS-1	1	44	0	0	186	106	66	0	431	183
Serratia sp. K-E0102	1	38	0	0	40	146	20	0	423	206
Serratia sp. JSRIV004	3	135	1	0	84	56	193	11	571	203
Serratia sp. SSNIH1	4	6	12	0	243	10	10	1	17	20
Serratia sp. P2ACOL2	7	231	5	0	146	129	530	9	5942	746
Serratia sp. JSRIV001	8	3	6	0	4	18	667	0	55	45
Serratia sp. HRI	11	23	14	0	20	29	2	1	4	12
Serratia sp. FS14	17	507	48	1	360	971	37	0	474	217
Serratia sp. JSRIV006	19	9	25	0	10	10	153	0	99	50
Serratia sp. JSRIV002	20	54	40	0	52	7	117	0	64	922
Serratia sp. K-M0706	32	0	0	0	1	2	0	58	2	3
Serratia sp. ATCC 39006	35	168	33	0	236	78	259	0	190	676
Serratia sp. 1D1416	50	34	74	0	39	76	2700	1	208	128
Serratia sp. JUb9	52	17	78	0	48	31	140	0	38	158
Serratia sp. Tan611	62	56	53	1	272	182	73	0	646	1111
Serratia sp. 3ACOL1	68	30	79	0	117	130	201	0	531	745
Serratia sp. MYb239	81	4	97	0	55	14	16	0	30	45
Serratia sp. CMO1	82	333	0	0	154	549	478	2	1418	1724
Serratia sp. FGI94	90	264	68	0	1014	831	611	0	3650	6018
Serratia sp. FDAARGOS 506	155	414	163	0	466	842	1797	4	1798	1645
Serratia sp. UGAL515B 01	223	164	217	0	590	601	1538	2	3311	3420
Serratia symbiotica	2841	1270	2804	5	3896	1974	4874	19	8150	13032
Serratia marcescens	3352	33328	1959	22	11851	56386	19910	152	34572	41170
Izhakiella australiensis	0	0	17	0	0	0	0	0	3	12
Wigglesworthia glossinidia	45	1	3	0	14	15	3	11	6	27
Buchnera aphidicola	664	160	140	3	625	1561	5625	389	5134	1784
Tatumella morbirosei	0	1	0	0	0	0	0	0	2	14
Tatumella citrea	153	63	183	0	261	257	412	67	892	1505
Tatumella ptyseos	541	400	682	1	697	678	2044	10	2832	2550
Duffyella gerundensis	970	519	863	3	1825	1880	7448	3	8346	11625
Winslowiella toletana	1189	515	779	12	12711	22704	3879	15	69964	35200
Mixta hanseatica	678	386	784	4	1856	1967	3004	6	10485	11476
Mixta gaviniae	836	944	900	2	3356	4117	4418	4	18544	24578
Mixta intestinalis	1874	4745	5556	18	260029	36041	253873	29	604729	183491
Mixta calida	3568	614	1660	0	2589	1947	6693	33	9004	13930
Erwinia piriflorinigrans	0	0	0	0	0	0	2	0	0	1
Candidatus Erwinia haradaeae	151	46	18	1	150	596	994	89	816	574
Erwinia billingiae	244	50	258	0	285	344	4966	2	1374	1013
Erwinia amylovora	373	516	376	2	754	653	3702	5	2944	3530
Erwinia tasmaniensis	463	145	453	0	1005	847	869	2	3912	4318
Erwinia persicina	683	700	651	1	2036	1535	6462	10	8893	9348
Erwinia sorbitola	703	383	782	2	1588	1293	3166	2	6695	7391
[Pantoea] beijingensis	783	107	922	1	777	323	1020	12	1129	1957
Erwinia rhapontici	899	260	967	0	1088	875	3756	128	4509	5582
Erwinia tracheiphila	1140	10418	1252	2	16581	8702	6867	30	30591	113047
Erwinia pyrifoliae	1909	659	1741	0	693	74	398	2	490	6941
Erwinia sp. INIA01	1	6	0	0	1	10	956	29	27	17
Erwinia sp. QL-Z3	200	148	200	1	357	574	1678	0	2402	3201
Erwinia sp. DE2	666	267	705	1	1169	833	3825	5	4257	4896
Erwinia sp. E602	737	810	781	3	2459	2235	4854	6	11459	17313
Erwinia sp. Ejp617	1036	495	1069	1	574	128	764	1	810	6247
Pantoea sp. Mhis	0	0	0	0	0	0	0	0	0	1
Candidatus Pantoea edessiphila	0	0	0	0	0	1	0	0	0	0
Pantoea sp. Nvir	0	0	0	0	0	1	0	0	0	0
Pantoea sp. Aalb	0	0	0	0	1	0	1	0	0	0
Candidatus Pantoea carbekii	24	7	0	0	17	65	47	6	40	125
Pantoea eucalypti	130	34	83	0	94	56	1523	5	175	193
Pantoea alfalfae	146	112	191	2	382	607	2237	3	2228	3099
Pantoea deleyi	313	593	332	0	1788	2334	3426	9	10272	13529
Pantoea phytobeneficialis	387	296	514	2	1165	1234	6266	3	5950	6541
Pantoea rwandensis	449	314	585	3	1240	1103	3714	4	5480	6029
Pantoea cypripedii	584	647	650	1	2814	2988	4988	5	13649	16811
Pantoea soli	676	356	845	1	1460	1529	3885	8	6777	8829
Pantoea eucrina	729	335	877	0	1399	1095	1946	47	5676	8341
Pantoea anthophila	749	484	994	4	1929	2068	2691	3	8625	10953
Pantoea stewartii	860	937	1377	3	10072	4690	2234	15	15889	17814
Pantoea piersonii	1147	1127	938	2	3785	3782	5720	2	18705	26663
Pantoea vagans	1549	679	1537	2	3372	2445	3684	10	11794	15482
Pantoea dispersa	1579	1557	1777	6	5423	6346	18664	15	27826	34567
Pantoea alhagi	1645	479	1852	3	3007	1821	3302	4	10444	12596
Pantoea ananatis	2868	1278	2725	4	5463	3709	6364	74	17297	18470
Pantoea sp. SM3640	10	17	16	0	47	52	1290	1	297	501
Pantoea sp. OXWO6B1	20	9	86	0	21	18	78	0	86	74
Pantoea sp. X85	50	61	43	0	206	237	1181	2	1114	1705
Pantoea sp. MT58	64	31	64	0	167	16	629	0	71	164
Pantoea sp. SS70	148	93	75	1	397	300	669	6	1789	1718
Pantoea sp. SOD02	325	302	286	0	837	1051	5859	7	4866	5995
Pantoea sp. SO10	361	56	390	0	314	284	1313	2	1085	1467
Pantoea sp. At-9b	556	511	563	0	1309	1574	8984	3	6737	9433
Pantoea sp. CCBC3-3-1	616	563	705	2	1674	1857	2647	6	8505	12100
Pantoea sp. Lij88	617	135	620	1	597	417	2870	0	2123	2669
Pantoea sp. Z09	710	852	778	2	2729	3329	2973	5	15844	22690
Pantoea agglomerans	6654	2561	4779	5	7818	7834	28725	69	37913	41778
Moellerella wisconsensis	513	52	102	2	146	381	1246	36	1781	1889
Photorhabdus thracensis	81	93	114	0	371	521	296	21	1734	2438
Photorhabdus akhurstii	91	19	72	0	97	71	564	8	104	351
Photorhabdus laumondii	261	39	247	2	155	147	51	8	200	585
Photorhabdus asymbiotica	440	276	453	1	345	170	388	3	589	1687
Xenorhabdus hominickii	41	9	41	0	54	93	24	5	142	353
Xenorhabdus griffiniae	81	74	54	1	261	194	61	1	862	1359
Xenorhabdus budapestensis	88	21	74	0	101	195	848	3	1496	768
Xenorhabdus poinarii	133	70	39	1	105	101	479	3	207	473
Xenorhabdus sp. SF857	157	63	200	0	88	55	140	1	61	250
Xenorhabdus nematophila	163	64	98	1	177	160	171	8	322	585
Xenorhabdus bovienii	167	142	167	0	291	265	218	9	863	904
Xenorhabdus doucetiae	236	76	191	0	182	263	329	19	537	1200
Candidatus Arsenophonus lipoptenae	44	5	0	0	6	45	334	0	237	45
Arsenophonus endosymbiont of Aleurodicus dispersus	10	9	2	0	8	37	21	2	20	63
Arsenophonus endosymbiont of Aphis craccivora	24	6	8	0	15	32	86	3	44	212
Arsenophonus sp. aPb	48	1	17	0	26	12	23	1	25	36
Arsenophonus apicola	137	14	57	0	31	76	29	34	43	178
Arsenophonus nasoniae	2468	99	4	0	91	108	71	14	200	225
Morganella morganii	22225	1769	3227	5	66765	6871	70678	993706	64518	103907
Providencia sp. G1(2023)	0	0	0	0	0	0	0	0	1	0
Providencia thailandensis	2	0	0	0	0	0	0	0	0	0
Providencia vermicola	6	1	0	0	12	14	16	0	14	34
Providencia sneebia	243	16	49	0	31	86	42	304	117	663
Providencia rustigianii	469	11	32	0	23	84	30	3	90	617
Providencia heimbachae	650	11	61	0	68	156	483	11	328	762
Providencia hangzhouensis	715	2	0	0	5	7	9	60	1	17
Providencia stuartii	1374	34	9	0	495	548	120	513	2374	1620
Providencia alcalifaciens	1484	47	50	0	245	317	205	256	603	1960
Providencia huaxiensis	3035	6	24	0	14	101	36	15	70	311
Providencia sp. PROV080	1	0	0	0	0	3	0	0	5	0
Providencia sp. 2.29	2	1	0	0	0	0	0	0	0	0
Providencia sp. PROV170	2	2	0	0	0	0	8	0	0	0
Providencia sp. PROV073	3	0	0	0	0	0	1	0	0	0
Providencia sp. PROV099	3	0	0	0	0	102	0	0	62	1
Providencia sp. PROV084	3	0	0	0	0	0	0	0	0	0
Providencia sp. PROV081	4	0	0	0	0	0	0	0	0	0
Providencia sp. PROV083	4	0	0	0	0	1	2	0	0	0
Providencia sp. 1701011	5	0	0	0	0	0	0	0	0	1
Providencia sp. PROV007	5	0	0	0	0	0	0	0	1	1
Providencia sp. PROV278	6	0	0	0	0	0	1	0	5	2
Providencia sp. PROV277	6	0	0	0	0	0	0	0	0	0
Providencia sp. PROV008	6	0	0	0	0	0	0	0	0	0
Providencia sp. PROV109	6	0	0	0	0	0	0	0	0	0
Providencia sp. PROV050	7	0	0	0	0	0	0	0	0	0
Providencia sp. PROV228	7	0	0	0	0	0	0	0	0	0
Providencia sp. PROV114	8	1	0	0	3	447	11	2	383	3055
Providencia sp. PROV279	8	0	0	0	0	0	2	0	0	0
Providencia sp. PROV102	9	0	0	0	0	0	0	0	0	0
Providencia sp. PROV103	10	0	0	0	0	0	0	0	0	0
Providencia sp. PROV100	10	1	0	0	0	0	2	0	0	0
Providencia sp. PROV280	10	0	0	0	0	0	0	0	0	0
Providencia sp. 1709051003	10	0	0	0	0	0	0	0	0	0
Providencia sp. PROV162	11	0	0	0	0	0	0	0	0	0
Providencia sp. PROV048	14	0	0	0	0	0	0	0	0	0
Providencia sp. PROV101	29	2	0	0	0	0	3	0	3	5
Providencia sp. PROV024	46	5	0	0	7	21	13	0	20	67
Providencia sp. D4759	56	1	0	0	11	20	9	0	16	51
Providencia sp. 21OH12SH02B-Prov	57	0	0	0	3	13	3	44	20	6
Providencia sp. 1701091	67	0	0	0	0	0	1	0	0	0
Providencia sp. PROV188	207	14	20	0	34	58	26	2	40	211
Providencia sp. PROV175	312	1	1	0	24	8	27	15	18	37
Providencia sp. PROV046	708	7	0	0	4	17	22	168	23	28
Providencia sp. PROV252	723	35	31	2	103	3673	640	38	8419	165575
Providencia sp. R33	765	179	115	6	579	23899	244	4	15668	4831
Providencia sp. PROV040	2205	0	0	0	23	44	6	38	33	55
Providencia rettgeri	99792	146	96	1	189	1312	1452	1097	1264	4150
Proteus hauseri	6623	5	36	0	57	65	40	15	67	570
Proteus penneri	16000	17	2	0	75	57	367	58	55	186
Proteus columbae	18816	17	6	0	223	76	181	72	338	649
Proteus sp. CD3	3556	9	110	0	3076	491	2434	5	1551	774
Proteus sp. ZN5	8440	15	54	0	163	62	996	9	72	178
Proteus sp. NMG38-2	9357	0	2	0	20	9	13	298	5	18
Proteus sp. HZ0627	13070	3	107	0	2843	119	2406	16	137	89
Proteus vulgaris	83030	64	79	1	423	382	394	486	495	1459
Proteus mirabilis	97438	235	46	0	551	578	2220	3359	1627	2787
Proteus terrae	8796798	311	17	3	3355	295	2303	11083	229	564
Enterobacteriaceae endosymbiont of Donacia semicuprea	0	0	0	0	1	0	3	2	1	2
Enterobacteriaceae endosymbiont of Donacia simplex	0	0	1	0	3	26	113	23	84	6
Enterobacteriaceae endosymbiont of Donacia dentata	0	1	0	0	0	3	1	0	0	1
Enterobacteriaceae endosymbiont of Donacia piscatrix	0	1	0	0	2	4	2	1	2	3
Enterobacteriaceae endosymbiont of Donacia versicolorea	0	1	0	0	1	5	0	2	2	3
Candidatus Ishikawaella capsulata	38	12	12	0	23	182	397	8	380	145
Candidatus Riesia pediculischaeffi	3	1	0	0	2	19	10	3	8	17
Candidatus Riesia pediculicola	32	2	0	0	36	27	15	1	21	17
Candidatus Moranella endobia	52	21	22	0	37	21	89	0	84	105
Candidatus Schneideria nysicola	55	38	35	0	80	120	45	1	403	521
Candidatus Profftia lariciata	37	28	0	0	18	32	63	26	59	139
Candidatus Profftia tarda	41	35	19	1	217	129	119	9	199	476
Candidatus Profftia sp. (ex Adelges kitamiensis)	86	69	1	0	223	108	309	7	314	385
Enterobacteriaceae endosymbiont of Donacia sparganii	1	1	0	0	0	8	5	0	13	5
Enterobacteriaceae endosymbiont of Donacia clavipes	2	0	0	0	2	9	13	20	3	6
Enterobacteriaceae endosymbiont of Donacia crassipes	2	0	0	0	2	69	0	7	1	18
Enterobacteriaceae endosymbiont of Macroplea mutica	2	3	2	0	2	24	17	25	11	28
Enterobacteriaceae endosymbiont of Donacia thalassina	2	1	0	0	10	11	3	11	0	13
Enterobacteriaceae endosymbiont of Donacia tomentosa	3	1	1	0	3	16	4	1	6	12
Enterobacteriaceae endosymbiont of Plateumaris pusilla	3	2	0	1	8	37	136	2	110	29
Enterobacteriaceae endosymbiont of Donacia cincticornis	3	16	0	0	8	10	2	2	6	27
Enterobacteriaceae endosymbiont of Plateumaris braccata	4	3	0	0	3	9	3	1	0	15
Enterobacteriaceae endosymbiont of Donacia bicoloricornis	4	4	1	0	0	20	17	2	10	44
Enterobacteriaceae endosymbiont of Plateumaris rustica	6	0	1	0	11	19	38	4	6	20
Enterobacteriaceae endosymbiont of Donacia cinerea	6	1	2	0	10	39	628	0	658	1
Enterobacteriaceae endosymbiont of Plateumaris consimilis	7	1	0	0	2	8	6	2	3	8
Enterobacteriaceae endosymbiont of Donacia marginata	7	1	0	0	13	4	0	0	1	5
Enterobacteriaceae endosymbiont of Plateumaris sericea	7	4	0	0	11	11	44	25	7	8
Enterobacteriaceae endosymbiont of Macroplea appendiculata	9	3	0	0	3	39	434	2	368	29
Enterobacteriaceae endosymbiont of Donacia proxima	9	0	12	0	10	9	6	1	7	6
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	12	31	2	0	17	34	87	0	52	277
Enterobacteriaceae endosymbiont of Donacia vulgaris	19	0	0	0	0	20	5	4	0	5
Enterobacteriaceae endosymbiont of Donacia provostii	27	1	0	0	19	17	225	0	188	12
Enterobacteriaceae endosymbiont of Donacia fulgens	31	1	0	0	23	21	0	2	1	4
Plesiomonas shigelloides	539	662	599	2	2670	2548	7466	3	12216	13213
Phytobacter diazotrophicus	133	305	128	2	1108	1238	3617	2	5401	6435
Phytobacter sp. MRY16-398	13	77	3	0	99	26	21	0	142	521
Phytobacter sp. SCO41	179	80	212	0	375	603	2925	1	2513	2175
Pseudescherichia vulneris	1051	5444	909	6	16511	22913	26519	9	116585	136262
Shigella boydii	37	102	12	1	138	224	942	4	880	1386
Shigella sonnei	144	62	54	0	38	33	275	0	227	236
Shigella dysenteriae	297	233	299	1	918	651	919	3	3523	3556
Shigella flexneri	676	687	5	0	798	774	1456	10	4491	8280
Candidatus Mikella endobia	6	4	0	0	7	5	28	0	18	33
Candidatus Annandia pinicola	2	7	0	0	7	8	37	0	22	17
Candidatus Annandia adelgestsuga	6	11	1	0	12	62	696	18	706	36
Candidatus Tachikawaea gelatinosa	10	2	0	0	3	19	24	1	17	86
secondary endosymbiont of Trabutina mannipara	19	13	1	0	15	139	40	14	40	80
Candidatus Gullanella endobia	21	10	11	0	29	68	568	3	592	77
Candidatus Purcelliella pentastirinorum	56	12	0	0	16	30	66	1	52	57
Candidatus Doolittlea endobia	59	42	45	0	61	55	432	0	177	212
Candidatus Hoaglandella endobia	67	21	65	0	74	27	92	0	114	116
Candidatus Westeberhardia cardiocondylae	27	2	12	0	22	38	180	5	144	42
Blochmannia endosymbiont of Camponotus sp. C-046	0	2	0	0	0	6	1	2	0	0
Candidatus Blochmannia chromaiodes	1	0	0	0	0	6	2	3	2	3
Candidatus Blochmannia pennsylvanicus	1	0	0	0	1	14	84	7	345	3
Candidatus Blochmannia herculeanus	3	0	0	0	0	24	5	2	6	16
Candidatus Blochmannia vafer	6	1	3	0	5	24	9	1	8	29
Candidatus Blochmannia vicinus	8	6	2	0	20	73	7	7	8	45
Candidatus Blochmannia ocreatus	8	6	0	0	16	33	328	5	208	61
Blochmannia endosymbiont of Camponotus sp. C-003	1	0	0	0	1	1	1	0	0	0
Blochmannia endosymbiont of Camponotus modoc	1	1	0	0	0	43	266	6	216	14
Blochmannia endosymbiont of Camponotus nipponensis	2	4	0	0	4	21	4	2	5	36
Blochmannia endosymbiont of Colobopsis nipponica	10	3	11	0	10	44	95	6	84	51
Blochmannia endosymbiont of Camponotus sp.	11	3	17	0	10	69	413	8	395	80
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	26	5	16	0	30	16	18	1	8	46
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	28	5	0	0	164	282	30	3	1174	747
secondary endosymbiont of Heteropsylla cubana	24	5	20	0	16	77	63	7	43	175
secondary endosymbiont of Ctenarytaina eucalypti	85	24	59	0	88	45	127	2	124	179
Candidatus Hamiltonella defensa	92	36	74	0	59	101	135	10	145	366
Candidatus Symbiopectobacterium sp. 'North America'	0	0	0	0	1	0	0	0	0	0
Symbiopectobacterium purcellii	621	545	679	0	2112	1958	5673	3	9695	12894
Scandinavium goeteborgense	1601	8570	1421	9	25144	32404	81306	28	153375	203792
Trabulsiella odontotermitis	1894	8277	1855	14	26018	31650	54507	32	154075	198204
Pseudocitrobacter corydidari	2060	26851	1597	46	77135	115238	196076	76	558175	821500
Superficieibacter sp. HKU1	2077	9810	1928	13	27741	34571	51459	26	166891	235393
Yokenella regensburgei	2478	8583	1652	17	30502	33731	90749	37	156026	202663
Lelliottia steviae	3	9	2	0	3	23	14	1	14	49
Lelliottia sp. WB101	219	1982	160	4	5888	7481	20735	8	44718	75906
Lelliottia sp. AC1	241	2130	105	4	7043	8662	22349	16	49720	80264
Lelliottia amnigena	1675	6286	1587	8	15061	24489	54579	12	108895	116460
Shimwellia blattae	3076	4585	3320	7	13766	14878	29633	23	71501	95477
Siccibacter colletis	3924	10410	4101	20	33228	41343	51451	31	194804	245871
Buttiauxella ferragutiae	900	621	460	4	1621	1330	5303	6	4877	9008
Buttiauxella agrestis	1120	4251	1174	5	8874	11159	32256	6	52244	64906
Buttiauxella sp. 3AFRM03	189	677	151	3	779	1259	5430	1	4334	7066
Buttiauxella sp. WJP83	448	1159	449	0	2484	2745	16477	2	13993	18990
Buttiauxella sp. R73	697	1350	923	1	3931	4344	13118	7	22695	27712
[Enterobacter] lignolyticus	2978	18988	2484	24	56330	70310	98381	67	333395	437884
Pluralibacter gergoviae	4166	16993	3802	49	55784	121347	80331	67	318198	402433
Atlantibacter subterranea	1337	3622	1684	7	11104	15657	13230	12	66867	82864
