feature	Coprothermobacteria	Nitrospinia	Chrysiogenetes	Calditrichia	Caldisericia	Atribacteria	Thermodesulfobiia	Elusimicrobia	Endomicrobiia	Dictyoglomia	Deltaproteobacteria	Synergistia	Thermodesulfovibrionia	Nitrospiria	Candidatus.Saccharimonadia	Candidatus.Babeliae	Aquificae	Deferribacteres	Oligoflexia	Bdellovibrionia	Bacteriovoracia	Thermotogae	Blastocatellia	Vicinamibacteria	Holophagae	Terriglobia	Syntrophia	Desulfomonilia	Candidatus.Desulfofervidia	Syntrophobacteria	Desulfobaccia	Thermodesulfobacteria	Desulfarculia	Desulfobulbia	Desulfobacteria	Desulfuromonadia	Desulfovibrionia	Spirochaetia	Myxococcia	Fusobacteriia	Desulfurellia	Epsilonproteobacteria	Lentisphaeria	Tichowtungiia	Kiritimatiellia	Spartobacteria	Methylacidiphilae	Opitutae	Verrucomicrobiae	Candidatus.Brocadiia	Phycisphaerae	Candidatus.Uabimicrobiia	Planctomycetia	Chlamydiia	Fibrobacteria	Candidatus.Cloacimonadia	Gemmatimonadetes	Balneolia	Rhodothermia	Ignavibacteria	Chlorobiia	Saprospiria	Chitinophagia	Sphingobacteriia	Cytophagia	Bacteroidia	Flavobacteriia	Vulcanimicrobiia	Chthonomonadetes	Fimbriimonadia	Armatimonadia	Thermomicrobia	Candidatus.Thermofonsia	Ktedonobacteria	Anaerolineae	Caldilineae	Ardenticatenia	Tepidiformia	Thermoflexia	Chloroflexia	Dehalococcoidia	Deinococci	Cyanophyceae	Candidatus.Izimaplasma	Mollicutes	Nitriliruptoria	Rubrobacteria	Acidimicrobiia	Coriobacteriia	Thermoleophilia	Actinomycetes	Limnochordia	Dethiobacteria	Negativicutes	Erysipelotrichia	Tissierellia	Clostridia	Bacilli	Hydrogenophilia	Zetaproteobacteria	Acidithiobacillia	Betaproteobacteria	Alphaproteobacteria	Gammaproteobacteria	Magnoliopsida	Cryptophyceae	Eumycetozoa	Kinetoplastea	Chlorarachniophyceae	Bacillariophyceae	Coscinodiscophyceae	Oligohymenophorea	Conoidasida	Aconoidasida	Malasseziomycetes	Ustilaginomycetes	Tremellomycetes	Agaricomycetes	Pucciniomycetes	Schizosaccharomycetes	Saccharomycetes	Dothideomycetes	Eurotiomycetes	Leotiomycetes	Sordariomycetes	Candidatus.Nanohalobia	Nanobdellia	Candidatus.Micrarchaeia	Candidatus.Lokiarchaeia	Thermoplasmata	Conexivisphaeria	Nitrososphaeria	Thermoprotei	Candidatus.Methanoliparia	Methanonatronarchaeia	Archaeoglobi	Thermococci	Methanopyri	Methanobacteria	Methanococci	Methanomicrobia	Halobacteria	Laserviricetes	Faserviricetes	Huolimaviricetes	Malgrandaviricetes	Tokiviricetes	Naldaviricetes	Chrymotiviricetes	Resentoviricetes	Howeltoviricetes	Leviviricetes	Stelpaviricetes	Duplopiviricetes	Pisoniviricetes	Magsaviricetes	Tolucaviricetes	Flasuviricetes	Alsuviricetes	Insthoviricetes	Ellioviricetes	Monjiviricetes	Revtraviricetes	Polintoviricetes	Maveriviricetes	Tectiliviricetes	Pokkesviricetes	Megaviricetes	Herviviricetes	Caudoviricetes	Arfiviricetes	Repensiviricetes	Papovaviricetes	Quintoviricetes
D1	0	2.42495703703617e-08	4.84991407407235e-08	7.27487111110852e-08	1.21247851851809e-07	2.66745274073979e-07	2.90994844444341e-07	4.84991407407235e-08	2.90994844444341e-07	5.33490548147958e-07	5.5774011851832e-07	6.78987970370129e-07	2.66745274073979e-07	6.78987970370129e-07	1.21247851851809e-07	6.06239259259044e-07	1.18822894814773e-06	1.18822894814773e-06	1.04273152592556e-06	1.55197250370315e-06	4.80141493333163e-06	7.42036853333069e-06	4.36492266666511e-07	9.94232385184832e-07	3.49193813333209e-06	4.14667653333186e-06	0	4.84991407407235e-08	4.84991407407235e-08	1.21247851851809e-07	1.93996562962894e-07	5.09240977777597e-07	6.54738399999767e-07	8.72984533333023e-07	3.12819457777667e-06	4.9469123555538e-06	7.29912068147889e-06	2.83477477629529e-05	1.82114273481417e-05	6.91355251259013e-05	2.18246133333256e-07	7.69681363555282e-05	2.66745274073979e-07	4.84991407407235e-08	2.18246133333256e-07	0	4.84991407407235e-07	1.38222551111062e-06	1.91571605925858e-06	7.27487111110852e-08	8.00235822221938e-07	6.5958831407384e-06	1.2197533896292e-05	6.92082738370124e-05	4.84991407407235e-08	2.18246133333256e-07	1.26097765925881e-06	4.84991407407235e-08	8.72984533333023e-07	1.01848195555519e-06	1.09123066666628e-06	1.47922379259207e-06	7.32337025184925e-06	1.36282585481433e-05	2.43465686518432e-05	3.12334466370259e-05	0.000147291890429577	4.84991407407235e-08	2.42495703703617e-08	7.27487111110852e-08	1.4549742222217e-07	8.48734962962661e-07	0	4.84991407407235e-08	9.6998281481447e-08	1.21247851851809e-07	2.42495703703617e-07	2.90994844444341e-07	2.90994844444341e-07	6.54738399999767e-07	1.01848195555519e-06	1.06698109629592e-05	3.93328031407268e-05	1.35797594074026e-06	0.000124812538696252	1.01848195555519e-06	1.11548023703664e-06	3.12819457777667e-06	3.32219114073956e-06	5.01966106666488e-06	0.00138368048533284	1.04273152592556e-06	1.16397937777736e-06	6.95962669629382e-06	1.16882929185144e-05	1.28280227259214e-05	0.000285174947555454	0.00219575009789552	0	4.84991407407235e-08	8.00235822221938e-07	0.000257166693777686	0.000388841860888751	0.513535140197921	0	3.15244414814703e-07	5.23790719999814e-06	1.11548023703664e-05	1.69746992592532e-07	8.24485392592299e-07	1.38222551111062e-06	5.33490548147958e-07	8.51159919999697e-06	0.000102502933955519	1.4549742222217e-06	1.93996562962894e-06	2.52195531851762e-06	3.44343899259137e-06	9.57858029629289e-06	1.69746992592532e-06	5.21608258666481e-05	4.77716536296126e-06	1.93269075851783e-05	2.06121348148075e-06	4.64864263999835e-05	2.42495703703617e-08	1.21247851851809e-07	0	4.60741837036873e-07	1.06698109629592e-06	7.27487111110852e-08	2.279459614814e-06	7.78411208888612e-06	4.84991407407235e-08	4.84991407407235e-08	7.03237540740491e-07	1.74596906666605e-06	7.27487111110852e-08	3.12819457777667e-06	3.27369199999884e-06	7.37186939258997e-06	2.22611055999921e-05	0	0	0	0	1.69746992592532e-07	1.3337263703699e-06	0	0	0	2.42495703703617e-08	0	0	1.93996562962894e-07	0	0	0	3.39493985185064e-07	0	1.69746992592532e-07	5.33490548147958e-07	1.28522722962917e-06	0	2.42495703703617e-08	1.69746992592532e-07	1.139729807407e-06	4.17092610370222e-06	7.75986251851576e-07	3.03362125333225e-05	0	4.84991407407235e-08	1.69746992592532e-07	0.480793976523118
D2	1.98966323523818e-07	4.97415808809546e-07	3.31610539206364e-08	1.65805269603182e-07	1.98966323523818e-07	1.65805269603182e-07	6.63221078412728e-08	6.63221078412728e-08	8.29026348015909e-07	1.22695899506355e-06	2.32127377444455e-07	1.72437480387309e-06	1.65805269603182e-07	1.79069691171436e-06	5.96898970571455e-07	1.32644215682546e-07	9.94831617619091e-07	4.64254754888909e-07	1.19379794114291e-06	6.63221078412728e-07	8.95348455857182e-07	3.78036014695255e-06	9.94831617619091e-08	3.97932647047637e-07	9.94831617619091e-07	3.84668225479382e-06	0	2.98449485285727e-07	0	9.94831617619091e-08	6.63221078412728e-08	2.65288431365091e-07	8.95348455857182e-07	4.31093700968273e-07	3.58139382342873e-06	1.459086372508e-06	1.00146382840322e-05	1.03462488232386e-05	1.0578376200683e-05	2.18531345336994e-05	0	2.11899134552866e-05	0	0	6.63221078412728e-08	0	3.31610539206364e-08	1.52540848034927e-06	2.08914639700009e-06	1.65805269603182e-07	5.96898970571455e-07	9.94831617619091e-08	8.52239085760355e-06	0.000107508136810703	2.98449485285727e-07	0	2.918172745016e-06	3.31610539206364e-08	3.31610539206364e-07	2.32127377444455e-07	1.29328110290482e-06	9.61670563698455e-07	5.57105705866691e-06	8.98664561249246e-06	1.70447817152071e-05	2.17536513719375e-05	6.4564571983479e-05	3.38242749990491e-06	0	6.63221078412728e-08	1.65805269603182e-07	2.65288431365091e-07	6.63221078412728e-08	2.98449485285727e-07	1.65805269603182e-07	9.94831617619091e-08	4.31093700968273e-07	3.31610539206364e-07	3.31610539206364e-08	5.63737916650818e-07	9.94831617619091e-08	4.64254754888909e-06	2.53350451953662e-05	1.65805269603182e-07	2.76231579158901e-05	2.28811272052391e-06	7.95865294095273e-07	2.02282428915882e-06	2.02282428915882e-06	8.024975048794e-06	0.00192609349487232	2.65288431365091e-07	1.65805269603182e-07	5.00731914201609e-06	6.59904973020664e-06	5.23944651946055e-06	0.00390693588976762	0.0153800968083912	0	0	3.97932647047637e-07	0.000561383481822453	0.00047052219407991	0.485222389799766	0	3.64771593127e-07	1.06115372546036e-06	4.31093700968273e-06	6.63221078412728e-08	7.95865294095273e-07	8.29026348015909e-07	3.31610539206364e-08	9.78251090658773e-06	0.000117423291932973	5.96898970571455e-07	5.96898970571455e-07	1.49224742642864e-06	8.95348455857182e-07	3.58139382342873e-06	3.97932647047637e-07	4.34409806360337e-05	2.68604536757155e-06	1.02799267153973e-05	7.95865294095273e-07	4.62596702192877e-05	0	3.31610539206364e-08	0	9.94831617619091e-08	3.97932647047637e-07	0	4.04564857831764e-06	5.04048019593673e-06	9.94831617619091e-08	2.32127377444455e-07	3.64771593127e-07	9.94831617619091e-07	0	1.459086372508e-06	1.59173058819055e-06	3.41558855382555e-06	1.70779427691277e-05	0	0	0	0	3.31610539206364e-08	7.52755923998446e-06	0	0	3.31610539206364e-08	9.94831617619091e-08	0	0	1.094314779381e-06	0	0	0	2.32127377444455e-07	0	9.94831617619091e-08	7.29543186254e-07	6.96382132333364e-07	0	0	6.63221078412728e-08	2.32127377444455e-07	2.12230745092073e-06	2.65288431365091e-07	0.000268007637786583	0	6.63221078412728e-08	0	0.491527068854319
D3	0	0	0	2.25926717506203e-07	0	1.12963358753101e-07	3.38890076259304e-07	0	0	0	2.03334045755583e-06	6.77780152518608e-07	2.25926717506203e-07	3.38890076259304e-07	0	9.03706870024811e-07	5.64816793765507e-07	1.12963358753101e-07	1.12963358753101e-07	9.03706870024811e-07	1.12963358753101e-07	2.37223053381513e-06	9.03706870024811e-07	1.58148702254342e-06	3.84075419760545e-06	5.30927786139577e-06	0	1.12963358753101e-07	1.12963358753101e-07	2.25926717506203e-07	0	1.12963358753101e-07	1.80741374004962e-06	1.12963358753101e-06	2.93704732758064e-06	8.47225190648261e-06	1.73963572479776e-05	1.16352259515694e-05	2.3383415261892e-05	1.54759801491749e-05	1.12963358753101e-07	1.53630167904218e-05	0	0	3.38890076259304e-07	0	1.69445038129652e-06	5.64816793765507e-07	1.69445038129652e-06	0	6.77780152518608e-07	0	1.41204198441377e-05	3.94242122048324e-05	0	0	1.12963358753101e-07	0	3.38890076259304e-07	1.12963358753101e-07	1.92037709880272e-06	1.01667022877791e-06	5.42224122014887e-06	1.02796656465322e-05	2.64334259482257e-05	2.90315831995471e-05	5.63687160177976e-05	2.25926717506203e-07	0	0	1.12963358753101e-07	2.59815725132133e-06	0	5.64816793765507e-07	3.38890076259304e-07	0	0	4.51853435012406e-07	0	2.14630381630893e-06	5.64816793765507e-06	1.07315190815446e-05	2.51908290019416e-05	3.38890076259304e-07	4.52983068599937e-05	7.9074351127171e-07	4.51853435012406e-07	2.48519389256823e-06	4.74446106763026e-06	6.10002137266748e-06	0.00181441746829231	3.27593740383994e-06	8.58521526523571e-06	9.03706870024811e-06	1.69445038129652e-06	3.16297404508684e-06	0.000139961601495093	0.00141351050807756	0	0	1.58148702254342e-06	0.000625704044133429	0.000678909786106139	0.167916304995646	0	5.64816793765507e-07	1.01667022877791e-06	8.1333618302233e-06	1.12963358753101e-07	1.12963358753101e-07	2.71112061007443e-06	2.25926717506203e-07	1.25389328215943e-05	5.67076060940569e-05	3.50186412134614e-06	9.03706870024811e-07	1.01667022877791e-06	2.37223053381513e-06	3.16297404508684e-06	3.38890076259304e-07	2.16889648805955e-05	1.46852366379032e-06	9.60188549401362e-06	1.58148702254342e-06	4.48464534249813e-05	0	0	0	0	0	0	1.58148702254342e-06	8.2463251889764e-06	0	0	5.64816793765507e-07	9.03706870024811e-07	0	1.92037709880272e-06	3.38890076259304e-07	6.43891144892678e-06	5.49001923540073e-05	0	0	0	1.12963358753101e-07	0	4.63149770887716e-06	0	0	0	0	0	0	0	0	0	1.12963358753101e-07	4.51853435012406e-07	0	0	0	3.38890076259304e-07	0	0	1.12963358753101e-07	6.77780152518608e-07	2.93704732758064e-06	3.38890076259304e-07	0.000757758210515804	0	0	1.12963358753101e-07	0.825952043891235
D4	0	0	0	0	0	0	0	0	0	0	0	1.04957554640116e-07	0	1.04957554640116e-07	0	1.04957554640116e-07	1.04957554640116e-07	3.14872663920347e-07	0	4.19830218560463e-07	0	2.09915109280232e-07	0	0	1.04957554640116e-07	2.09915109280232e-07	0	0	1.04957554640116e-07	0	0	0	0	0	2.09915109280232e-07	0	2.09915109280232e-07	1.04957554640116e-06	5.24787773200579e-07	2.30906620208255e-06	0	1.88923598352208e-06	0	0	0	0	0	1.04957554640116e-07	1.04957554640116e-07	0	0	0	5.24787773200579e-07	3.29566721569963e-05	0	0	0	0	0	0	0	1.04957554640116e-07	1.25949065568139e-06	6.29745327840695e-07	1.3644482103215e-06	1.3644482103215e-06	8.50156192584938e-06	0	0	0	0	1.04957554640116e-07	0	0	1.04957554640116e-07	0	0	0	0	0	0	5.24787773200579e-07	3.56855685776394e-06	0	3.04376908456336e-06	0	0	1.04957554640116e-07	0	2.09915109280232e-07	0.000393275957236514	0	0	3.14872663920347e-07	6.29745327840695e-07	4.19830218560463e-07	8.50156192584938e-06	0.00048973194995078	0	0	0	8.18668926192903e-06	1.70031238516988e-05	0.000797362542600959	0	3.14872663920347e-07	2.09915109280232e-07	6.29745327840695e-07	0	3.14872663920347e-07	5.24787773200579e-07	0	1.04957554640116e-06	3.46359930312382e-06	7.3470288248081e-07	4.19830218560463e-07	1.25949065568139e-06	6.29745327840695e-07	2.09915109280232e-07	2.09915109280232e-07	1.37494396578552e-05	9.44617991761042e-07	1.46940576496162e-06	0	1.20701187836133e-05	0	0	0	0	0	0	0	2.09915109280232e-07	0	0	0	2.09915109280232e-07	0	6.29745327840695e-07	0	2.09915109280232e-07	5.24787773200579e-07	0	0	0	0	0	2.09915109280232e-07	0	0	0	0	0	0	0	0	0	0	1.3644482103215e-06	0	0	0	1.04957554640116e-07	0	0	1.04957554640116e-07	0	1.04957554640116e-07	0	2.10964684826633e-05	0	0	0	0.998159044491612
D5	6.2436294441415e-07	2.89178626886554e-06	6.57224152014895e-07	2.30028453205213e-07	6.57224152014895e-08	3.28612076007447e-07	3.61473283608192e-07	6.57224152014895e-08	7.55807774817129e-07	1.64306038003724e-07	7.88668982417874e-07	3.18753713727224e-06	3.61473283608192e-07	6.76940876575342e-06	3.08895351447001e-06	7.55807774817129e-07	2.89178626886554e-06	1.21586468122756e-06	3.7461776664849e-06	3.18753713727224e-06	1.18300347362681e-06	7.88668982417874e-06	3.28612076007447e-07	6.2436294441415e-07	3.7461776664849e-06	1.2224369227477e-05	6.57224152014895e-08	6.9008535961564e-07	1.31444830402979e-07	6.57224152014895e-08	6.57224152014895e-07	2.99036989166777e-06	1.80736641804096e-06	1.67592158763798e-06	1.23229528502793e-05	5.68498891492884e-06	1.48204046279359e-05	3.57201326620095e-05	2.65847169490025e-05	6.76612264499334e-05	9.85836228022342e-08	7.3116186911657e-05	1.97167245604468e-07	9.85836228022342e-08	1.64306038003724e-07	0	1.05155864322383e-06	2.43172936245511e-06	7.4923553329698e-06	1.64306038003724e-07	2.4974517776566e-06	4.27195698809682e-07	2.6650439364204e-05	6.49008850114709e-05	1.31444830402979e-07	3.28612076007447e-08	1.28815933794919e-05	3.28612076007447e-08	1.05155864322383e-06	1.97167245604468e-06	3.25325955247373e-06	2.66175781566032e-06	1.79750805576074e-05	3.62787731912222e-05	6.36192979150418e-05	6.74311979967282e-05	0.000222108902173434	4.33767940329831e-06	6.57224152014895e-08	1.31444830402979e-07	3.61473283608192e-07	7.55807774817129e-07	9.85836228022342e-08	6.57224152014895e-08	1.31444830402979e-06	1.97167245604468e-07	1.64306038003724e-07	5.25779321611916e-07	1.97167245604468e-07	1.01869743562309e-06	6.9008535961564e-07	1.72192727827902e-05	8.01484853382164e-05	1.47875434203351e-06	0.000119253322383103	8.31388552298842e-06	1.38017071923128e-06	5.42209925412288e-06	1.00555295258279e-05	1.79093581424059e-05	0.0026784184479139	7.22946567216384e-07	9.20113812820853e-07	1.0679892470242e-05	1.25858425110852e-05	1.86980271248238e-05	0.000362919176742625	0.0101542774546681	1.31444830402979e-07	3.28612076007447e-08	3.71331645888416e-06	0.00132542394736844	0.00129469871826174	0.560180405400831	0	1.64306038003724e-06	7.52521654057055e-06	1.39988744379173e-05	2.30028453205213e-07	2.46459057005586e-06	8.54391397619363e-07	8.54391397619363e-07	1.91909452388349e-05	0.00011205671791854	1.61019917243649e-06	1.61019917243649e-06	5.19207080091767e-06	3.77903887408565e-06	6.73654755815267e-06	1.77450521044022e-06	6.40793548214522e-05	9.9898071106264e-06	1.73178564055925e-05	4.23909578049607e-06	9.398305373813e-05	0	3.61473283608192e-07	0	3.28612076007447e-07	1.51161554963426e-06	3.28612076007447e-08	2.89178626886554e-06	8.93824846740257e-06	9.85836228022342e-08	6.57224152014895e-08	7.88668982417874e-07	8.01813465458172e-06	0	1.53790451571485e-05	6.50651910494746e-06	1.10085045462495e-05	4.63014415094493e-05	0	0	3.28612076007447e-08	6.57224152014895e-08	9.85836228022342e-08	1.41303192683202e-06	0	3.28612076007447e-08	3.28612076007447e-08	0	3.28612076007447e-08	3.28612076007447e-08	4.83059751730948e-06	0	0	6.57224152014895e-08	1.11728105842532e-06	3.28612076007447e-08	2.30028453205213e-07	3.28612076007447e-07	2.2017009092499e-06	0	6.57224152014895e-08	9.85836228022342e-08	1.11728105842532e-06	8.37960793818991e-06	7.88668982417874e-07	0.000126318482017263	1.64306038003724e-07	1.31444830402979e-07	6.57224152014895e-08	0.422228497252376
P1	7.57342155476169e-07	4.2527674884431e-06	3.02936862190468e-06	3.02936862190468e-06	1.45642722206956e-06	2.56331191084242e-06	3.90322495514641e-06	2.09725519978016e-06	6.99085066593387e-06	7.39865028811335e-06	1.52051001984062e-05	4.6023100217398e-05	8.97159168794847e-06	2.12055803533327e-05	6.2335085104577e-06	5.06836673280206e-06	2.49340340418308e-05	2.17881512421606e-05	2.05064952867394e-05	1.7651897931483e-05	8.73856333241734e-06	8.55796635688071e-05	6.64130813263718e-06	2.05064952867394e-05	6.71121663929652e-05	6.64713384152546e-05	1.22339886653843e-06	1.80596975536625e-06	1.6311984887179e-06	3.49542533296694e-06	9.32113422124516e-07	9.26287713236238e-06	5.01010964391927e-06	3.08180000189918e-05	7.75401853029832e-05	7.55594442809686e-05	0.000141156926362981	0.000478290699727642	0.000342202140097463	0.00124145856409209	2.50505482195964e-06	0.000637390809466521	4.36928166620867e-06	1.57294139983512e-06	9.90370511007298e-07	2.91285444413911e-07	3.96148204402919e-06	3.46047107963727e-05	6.07621437047419e-05	3.6119395107325e-06	2.98858865968673e-05	6.29176559934048e-06	0.000241999947219077	0.00044263736133138	9.32113422124516e-07	7.57342155476169e-07	3.86244499292846e-05	2.15551228866294e-06	2.20211795976917e-05	1.13601323321425e-05	2.0856037820036e-05	3.86244499292846e-05	0.000249107312062777	0.000504855932258191	0.000550646004120058	0.000519828004101066	0.00249998645522683	1.26417882875637e-05	4.66056711062258e-07	1.39817013318677e-06	4.42753875509145e-06	1.2583531198681e-05	2.09725519978016e-06	3.6119395107325e-06	6.11699433269214e-06	4.95185255503649e-06	7.98122117694117e-06	1.56711569094684e-05	6.64130813263718e-06	5.94222306604379e-06	5.5926805327471e-06	0.000217415455710543	0.000662441357686117	1.20592173987359e-05	0.00100318707056151	2.86042306414461e-05	3.14005709078196e-05	6.2859398904522e-05	6.6879138037434e-05	0.000175819894248237	0.023920535466537	1.03697618211352e-05	1.9807410220146e-06	0.00016708133091582	0.000132767905563861	0.000125252741097982	0.00289217317758572	0.0709687274199165	2.91285444413911e-07	1.22339886653843e-06	1.59041852649996e-05	0.00443872411615694	0.0139028212335205	0.852949495240192	0	5.30139508833319e-06	5.91892023049068e-05	0.000247592627751825	1.16514177765565e-06	9.08810586571403e-06	1.32243591763916e-05	3.55368242184972e-06	0.000154905599339318	0.00102648990611462	1.78266691981314e-05	3.46629678852554e-05	5.37130359499252e-05	6.72286805707307e-05	0.00010113430630051	1.90500680646698e-05	0.000591600737604654	8.15599244358952e-05	0.000269380778993985	4.36928166620867e-05	0.00100143935789503	5.2431379994504e-07	2.03899811089738e-06	1.16514177765564e-07	4.77708128838814e-06	1.46225293095783e-05	4.66056711062258e-07	4.27607032399622e-05	0.000130961935808494	1.45642722206956e-06	1.33991304430399e-06	2.07395236422705e-05	3.5303795862966e-05	8.73856333241734e-07	6.06456295269763e-05	4.57900718618668e-05	0.000112960495343715	0.000361776521962078	2.33028355531129e-07	5.2431379994504e-07	0	5.82570888827822e-08	1.22339886653843e-06	2.02734669312082e-05	4.07799622179476e-07	1.6311984887179e-06	5.82570888827822e-08	8.73856333241734e-07	9.32113422124516e-07	4.66056711062258e-07	1.96908960423804e-05	0	2.33028355531129e-07	2.33028355531129e-07	7.92296408805839e-06	1.16514177765564e-07	3.96148204402919e-06	3.84496786626363e-06	5.12662382168484e-05	5.82570888827822e-08	5.82570888827822e-08	1.74771266648347e-06	1.55546427317029e-05	9.42599698123417e-05	3.59446238406766e-05	0.014125188541786	1.33991304430399e-06	2.6215689997252e-06	8.15599244358951e-07	0.000272235376349241
P2	6.11021411131219e-08	2.56628992675112e-07	4.88817128904975e-08	7.33225693357463e-08	4.88817128904975e-08	6.11021411131219e-08	6.23241839353843e-07	2.41964478807963e-06	1.70230565141158e-05	1.11205896825882e-05	2.32188136229863e-07	8.30989119138458e-07	2.81069849120361e-07	7.8210740624796e-07	3.66612846678731e-07	5.62139698240721e-06	7.9677192011511e-06	1.69986156576705e-05	1.28436700619782e-05	4.28937030614116e-06	3.42171990233483e-07	5.14968845301391e-05	9.7763425780995e-08	2.19967708007239e-07	1.41756967382443e-06	7.80885363425698e-06	9.7763425780995e-08	8.55429975583707e-08	7.33225693357463e-08	9.7763425780995e-08	1.22204282226244e-08	2.81069849120361e-07	3.05510705565609e-07	7.33225693357463e-06	2.62739206786424e-05	1.18782562323909e-05	8.78282176360014e-05	7.43246444500015e-05	8.85981046140268e-06	0.000460685703136494	3.66612846678731e-08	0.000418085290352425	3.66612846678731e-08	2.44408564452488e-08	8.55429975583707e-08	1.22204282226244e-08	4.88817128904975e-08	1.87216960370606e-05	2.59073078319637e-05	1.22204282226244e-07	9.40972973142077e-07	2.32188136229863e-07	3.56958708382858e-05	6.28618827771798e-05	2.44408564452488e-08	6.9656440868959e-07	1.29536539159818e-06	0	3.42171990233483e-07	1.0216277994114e-05	1.33202667626606e-06	1.31736216239891e-05	6.78233766355653e-05	6.93875914480612e-05	0.000117474976504088	8.3318879621853e-05	0.00087709679482242	7.33225693357463e-07	2.44408564452488e-08	8.55429975583707e-08	8.55429975583707e-08	1.97970937206515e-06	1.46645138671493e-07	4.94927343016287e-06	1.09983854003619e-07	1.11205896825882e-05	1.07539768359095e-05	2.98178448632035e-06	4.88817128904975e-08	6.12243453953481e-06	1.9552685156199e-07	1.48600407187112e-05	0.000164120351029845	1.78173843485863e-05	0.00153403035478604	1.14872025292669e-06	6.84343980466965e-07	1.04240252738986e-05	9.15310073874566e-06	1.64731372440977e-05	0.00249631575474837	9.7763425780995e-08	2.81069849120361e-06	7.86751168972558e-05	9.42928241657697e-05	9.77512053527724e-05	0.00200105846017007	0.0134924037146045	1.22204282226244e-08	4.39935416014478e-07	8.43209547361082e-07	0.00123362778821749	0.00168308291781739	0.968988451487582	0	2.68849420897736e-07	1.54099599887293e-05	8.71316532273118e-06	0	1.83306423339366e-07	1.46645138671493e-07	1.09983854003619e-07	1.33447076191058e-05	0.000233837894039918	1.83306423339366e-07	2.93290277342985e-07	3.06732748387872e-06	7.38113864646513e-06	4.43601544481265e-06	3.29951562010858e-07	0.000121104443686208	1.41756967382443e-06	1.12550143930371e-05	1.92105131659655e-05	6.65891133850803e-05	1.22204282226244e-08	9.7763425780995e-08	2.44408564452488e-08	7.33225693357463e-08	9.05533731296467e-06	1.22204282226244e-08	1.50555675702732e-05	2.72515549364524e-05	3.37283818944433e-06	1.34424710448868e-07	7.33225693357463e-08	7.11228922556739e-06	3.66612846678731e-08	2.05914215551221e-05	1.11694713954787e-05	2.82902913353754e-05	6.90209786013825e-05	0	2.44408564452488e-08	0	0	0	1.28558904902008e-05	0	3.4094994741122e-06	0	0	0	0	8.9209126025158e-07	0	0	0	7.08784836912214e-07	0	1.09983854003619e-07	3.04288662743347e-06	4.88817128904975e-08	0	0	3.66612846678731e-08	8.17546648093571e-06	2.3976480172789e-05	3.5072628998932e-06	0.00079486553331238	0	1.22204282226244e-08	2.44408564452488e-08	0.00384526772410277
