Gene Family	D1	D2	D3	D5	P1	P2	P3	P4	P5
UniRef90_A0A014NQV7	0.0	0.0	0.0	0.1867214994	0.0	0.1867214994	0.0	0.0	0.2329683576
UniRef90_A0A016T2A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9449081064
UniRef90_A0A022NG31	0.0	0.3653297259	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A023LG28	0.0	0.0	0.0	0.0	0.2700342405	0.0	0.0	0.0	0.0
UniRef90_A0A023M5N6	0.0	0.0	0.0	0.0	2.3752969121	0.0	0.0	0.0	0.0
UniRef90_A0A023PSX6	0.0	0.8354218881	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A023RIQ4	0.0	1.287001287	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A024HCY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6618133686	0.0
UniRef90_A0A024HD61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9871668312	0.0
UniRef90_A0A024HJL5	0.0	0.0	0.0	0.0	0.0	0.6257822278	0.0	0.0	0.0
UniRef90_A0A024HNQ3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6662225183	0.0
UniRef90_A0A024HPQ7	0.0	0.0	0.0	0.0	0.0	0.6578947368	0.0	0.6578947368	0.0
UniRef90_A0A024HQB8	0.0	0.0	0.0	0.0	0.0	0.826446281	0.0	0.0	0.0
UniRef90_A0A024KYM5	0.0	0.4987531172	0.0	0.0	0.9972576037	0.4987531172	0.0	0.0	0.4987531172
UniRef90_A0A024L5F6	0.0	0.0	0.0	0.271523306	1.0793357964	0.425428567	0.0	0.0	0.2126150727
UniRef90_A0A024R1F8	0.0	0.0	0.0	0.0	0.2619743822	0.0	0.0	0.0	0.0808367922
UniRef90_A0A024R1H7	0.0	0.0	0.0	0.0	0.1038483635	0.0	0.0	0.0	0.1013751302
UniRef90_A0A059MX32	0.0	0.0	0.0	0.8467400508	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A059MXM8	0.0	0.0	0.0	0.3969829297	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A059MY17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5542789102	0.0
UniRef90_A0A059MYI3	0.0	0.0	0.0	1.2091898428	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A059N168	0.0	0.0	0.0	1.1037527594	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A060VG56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6093624119	0.0
UniRef90_A0A060VKH9	0.0	0.3475892173	0.0	0.3854006885	0.3855287459	0.6018431058	0.0	0.2549012062	0.0
UniRef90_A0A060Y711	0.0	0.0	0.0	0.0	11.9047619048	0.0	0.0	0.0	0.0
UniRef90_A0A060Z362	0.0	0.0	0.0	0.0	9.8039215686	0.0	0.0	0.0	0.0
UniRef90_A0A061IDB5	0.0	0.0	0.0	0.0	0.5672640669	0.0	0.0	0.0	0.0
UniRef90_A0A061IN86	0.0	0.0	0.0	0.0	6.2893081761	0.0	0.0	0.0	0.0
UniRef90_A0A062XH19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1750881316	0.0
UniRef90_A0A062XJD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0729613734	0.0
UniRef90_A0A064DBD2	0.0	0.0	0.0	0.5691519636	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DEL2	0.0	0.0	0.0	0.0	0.0	0.4239084358	0.0	0.0	0.0
UniRef90_A0A064DJ44	0.0	0.0	0.0	0.6131207848	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DKA8	0.0	0.0	0.0	0.1335113485	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DKG6	0.0	0.0	0.0	0.1649892757	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DKT3	0.0	0.0	0.0	0.0	0.0	0.6609385327	0.0	0.0	0.0
UniRef90_A0A064DL75	0.0	0.0	0.0	0.5803830528	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DLE9	0.0	0.0	0.0	0.4403346543	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DMT4	0.0	0.0	0.0	0.4800768123	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DN53	0.0	0.0	0.0	0.210748156	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DNZ6	0.0	0.0	0.0	0.1843997787	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064DSL3	0.0	0.0	0.0	0.0	0.0	0.6844626968	0.0	0.0	0.0
UniRef90_A0A064DZL1	0.0	1.6366612111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064E4E6	0.0	0.0	0.0	0.0	1.5360983103	0.0	0.0	0.0	0.0
UniRef90_A0A064E4X4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5621135469	0.0
UniRef90_A0A064E6G5	0.0	0.0	0.0	0.4430660168	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064E730	0.0	0.0	0.0	0.2261205868	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A064E8G7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7639419404	0.0
UniRef90_A0A064E9Q3	0.0	0.0	0.0	0.3430531732	0.0	0.0	0.0	0.0	0.1654666894
UniRef90_A0A064E9Z4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5245462479	0.0
UniRef90_A0A064EA37	0.0	0.0	0.0	0.5730659026	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A066NCL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8613264427	0.0
UniRef90_A0A066P9U3	0.5803830528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A066QFN6	0.0	0.5743272313	0.0	0.0	0.5743272313	0.0	0.0	1.1472623038	0.5743272313
UniRef90_A0A066SRE3	0.0	0.0	0.0	0.0	0.0	0.1506654701	0.0	0.0	0.0
UniRef90_A0A066SYG7	0.0	0.0	0.0	0.0	0.8723376676	0.0	0.0	0.6157849399	0.2565527277
UniRef90_A0A066T2D0	0.0	0.656293827	0.0	0.3269547898	0.0	0.1961913589	0.0	0.3260001788	0.3189041655
UniRef90_A0A068R939	0.0	0.0	0.0	0.0	0.4599918972	0.0	0.0	0.0	0.0
UniRef90_A0A068X735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5555555556
UniRef90_A0A068X9Y7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9302325581
UniRef90_A0A068XL32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6178010471
UniRef90_A0A068XP01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1560693642
UniRef90_A0A068XP23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8673026886
UniRef90_A0A068Z3I4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2455363757	0.0
UniRef90_A0A068Z4D5	0.0	0.0	0.0	0.5636978579	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A068Z4I1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2418917345	0.0
UniRef90_A0A068Z4Y3	0.0	0.0	0.0	0.0	0.487804878	0.0	0.0	1.0183299389	0.0
UniRef90_A0A068Z662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2334792453	0.0
UniRef90_A0A068Z6J6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4025245442
UniRef90_A0A068ZA50	0.0	0.0	0.0	0.0	0.1096914514	0.0	0.0	0.0	0.0
UniRef90_A0A070SPM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1148632262	0.0
UniRef90_A0A071L1G8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0537407798	0.0
UniRef90_A0A071LPS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1750881316	0.0
UniRef90_A0A071LTM7	0.1318425177	0.0	0.262910502	0.1318425177	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A071LXJ9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0743423336
UniRef90_A0A071LZK8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3770039858	0.0
UniRef90_A0A071M0J3	0.0	0.0	0.0	0.2589793934	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A071MBL3	0.0	0.396351831	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A072TKH6	0.0	0.0	0.8598452279	0.0	0.0	0.0	0.0	0.8598452279	1.7196904557
UniRef90_A0A073A2P6	0.0	0.0	0.0	0.0	0.0	1.6583747927	0.0	0.0	0.0
UniRef90_A0A075CDH7	0.0	0.8680555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A075TF90	0.0	0.0	0.0	0.0	0.0	0.0	0.5485463522	0.0	0.0
UniRef90_A0A076GQ91	0.0	1.3071895425	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A076LIZ5	0.0	0.0	0.0	0.0	0.0	1.7152658662	0.0	0.0	0.0
UniRef90_A0A076LMX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9718172983	0.0
UniRef90_A0A076LPB6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3743392709
UniRef90_A0A076LPJ8	0.0	0.0	0.0	0.0	0.2346197175	0.0	0.0	0.0	0.0
UniRef90_A0A077F7N4	0.0	0.0	0.0	0.0	0.9794319295	0.0	0.0	0.0	0.0
UniRef90_A0A077FF17	0.0	0.0	0.0	0.0	1.0050251256	0.0	0.0	0.0	0.0
UniRef90_A0A077JGW2	0.0	0.0	0.0	0.0	0.0	0.4923682915	0.0	0.4752851711	0.0
UniRef90_A0A077JJD3	0.0	0.0	0.0	0.0	0.0	1.1049723757	0.0	0.0	0.0
UniRef90_A0A077JNE8	0.0	0.0	0.0	0.0	0.0	0.701754386	0.0	0.6422607579	0.0
UniRef90_A0A077JS00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4048582996	0.0
UniRef90_A0A077JSJ7	0.0	0.0	0.0	0.0	0.0	1.0672358591	0.0	0.0	0.0
UniRef90_A0A077SW72	0.0	0.0	0.0	0.0	0.0	0.6301197227	0.0	0.0	0.0
UniRef90_A0A077Z3W0	0.5973715651	0.0	0.0	1.2001443198	1.2055455093	1.2055455093	0.0	0.0	0.5910165485
UniRef90_A0A077Z405	0.0	0.0	0.4038772213	0.8706969807	0.1774129075	0.0	0.0	0.0	0.0
UniRef90_A0A077ZE75	0.0	0.0	0.0	0.2822466836	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A077ZEI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1880745031	0.0
UniRef90_A0A077ZFX6	0.0	0.0	0.0	0.0	0.0	0.1668520436	0.0	0.0	0.1654548315
UniRef90_A0A077ZGE6	0.0	0.0	0.0	0.0	0.5473453749	0.0	0.0	0.0	0.0
UniRef90_A0A077ZHH8	0.0	0.0	0.0	0.0	0.748502994	0.0	0.0	0.0	0.0
UniRef90_A0A077ZJ79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5518763797
UniRef90_A0A077ZK14	0.0	0.0	0.0	0.5117707267	0.0	0.0	0.0	0.5125576627	0.5125576627
UniRef90_A0A077ZK91	0.7694290039	0.7693627001	0.7694290039	1.7171972142	0.778451687	1.2714486945	0.0	1.6897653153	0.4825599326
UniRef90_A0A078LCF4	0.0	0.3646848036	0.0	0.0	0.0	0.0	0.0	0.5364359134	0.0
UniRef90_A0A078LEZ4	0.0	0.0	0.0	0.0	0.655342013	0.0	0.0	0.326740133	0.0
UniRef90_A0A078LGB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1786492375
UniRef90_A0A078LIX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7272727273	0.0
UniRef90_A0A078LJ19	0.0	1.3037809648	0.0	0.0	0.0	0.0	0.0	0.5964462044	1.3037809648
UniRef90_A0A078LKB0	0.0	0.0	0.0	0.0	0.0	0.8873114463	0.0	0.0	0.0
UniRef90_A0A078LKD9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3568521031	0.0
UniRef90_A0A078LKU0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2610340479	0.0
UniRef90_A0A078LKW4	0.2955624737	0.7158196135	0.0	0.3564944626	1.0718020449	1.0723140761	0.0	0.0	0.3564944626
UniRef90_A0A078LPV1	0.0	0.0	0.0	1.09229929	1.09229929	0.0	0.0	1.0893326977	1.0893326977
UniRef90_A0A078LRW6	0.0	1.2836970475	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A078LS82	0.0	0.0	0.0	0.0	0.0	0.581733566	0.0	0.581733566	0.0
UniRef90_A0A080ISQ1	0.0	0.0	0.0	0.0	0.4142965362	0.0	0.0	0.0	0.0
UniRef90_A0A080IZ90	0.0	1.226993865	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A080JWS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0384215992
UniRef90_A0A080VEG2	0.0	0.0	0.0	0.0	0.0	0.4297966966	0.0	0.0	0.0
UniRef90_A0A080VJF3	0.0	0.0	0.0	0.0	0.0	0.9496676163	0.0	0.0	0.0
UniRef90_A0A080VU28	0.0	0.0	0.0	0.0	0.0	0.7251631617	0.0	0.7251631617	0.0
UniRef90_A0A080VXD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1350737798	0.0
UniRef90_A0A081G0B8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.226058551
UniRef90_A0A081HJP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1507479862	0.0
UniRef90_A0A083ZWC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2275543006	0.0
UniRef90_A0A083ZYX0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8203445447	0.0
UniRef90_A0A083ZZ91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6051364366	0.0
UniRef90_A0A084A018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3213172737	0.0
UniRef90_A0A084A1N4	0.0	0.0	0.0	0.0	0.2758502089	0.0	0.0	0.0	0.0
UniRef90_A0A084A243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0384215992	0.0
UniRef90_A0A084A2L8	0.0	0.0	0.0	0.0	0.4014052841	0.0	0.0	0.0	0.0
UniRef90_A0A084A543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.579778831
UniRef90_A0A084A575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2480624931	0.0
UniRef90_A0A084A7G1	0.0	1.221001221	0.0	0.0	1.221001221	0.0	0.0	0.0	0.0
UniRef90_A0A084U351	0.0	0.0	0.0	0.0	0.8587135127	0.0	0.0	0.0	0.0
UniRef90_A0A084U468	0.7598784195	0.0	0.0	0.7598784195	0.7598784195	0.0	0.0	0.0	0.0
UniRef90_A0A084U4N0	0.0	0.0	0.0	0.0	1.4903129657	1.4903129657	0.0	0.0	0.0
UniRef90_A0A084YMS6	0.0	0.4894762604	0.0	0.0	0.5865102639	0.0	0.0	0.5865102639	0.0
UniRef90_A0A084YNW6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5313935681
UniRef90_A0A084YQ91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4766444233	0.4444444444
UniRef90_A0A084YQH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.210653753	0.0
UniRef90_A0A084YSE8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2804097311	0.0
UniRef90_A0A084YT81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8103727715	0.0
UniRef90_A0A084YWQ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4513788099
UniRef90_A0A084YX59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4184397163
UniRef90_A0A084YYH3	0.0	0.0	0.0	0.0	0.6440035771	0.0	0.0	0.0	0.0
UniRef90_A0A084ZMM8	0.4618937644	0.0	0.4618937644	0.4618937644	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085A0Q9	0.2360653454	0.0	0.0	0.236601486	0.0	0.0	0.0	0.0	0.4143223546
UniRef90_A0A085A583	0.0	0.0	0.0	0.3460878191	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085A7L6	0.0	0.3054755806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085A887	0.0	0.0	0.0	0.0	0.0	0.2691104944	0.0	0.0	0.0
UniRef90_A0A085A9Q6	0.0	0.0	0.0	0.5704733101	0.5884679914	0.0	0.0	0.0	0.0
UniRef90_A0A085AAV9	0.0	0.0	0.0	0.0	0.0	1.808318264	0.0	0.0	0.0
UniRef90_A0A085AE71	0.680735194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085AM18	0.0	0.0	0.0	0.0	0.0	0.0901485132	0.0	0.0	0.0960447975
UniRef90_A0A085ASN9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2016204869	0.2016204869
UniRef90_A0A085G0B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0288065844	0.0
UniRef90_A0A085G3D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2269498294	0.0
UniRef90_A0A085G6W1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1729931888	0.1709247342
UniRef90_A0A085G8V5	0.134507431	0.0	0.0	0.134507431	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085G9L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1278324288
UniRef90_A0A085G9U3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7836990596
UniRef90_A0A085GE36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4626951122
UniRef90_A0A085GEK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0394492498
UniRef90_A0A085GFC1	0.0	0.0	0.0	0.0	0.0	0.510038476	0.0	0.0	0.0
UniRef90_A0A085GKU8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5291651896	0.0
UniRef90_A0A085GMI4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3114369913	0.3114369913
UniRef90_A0A085GSC6	0.0	0.0	0.0	0.0	1.0952902519	0.0	0.0	0.0	0.0
UniRef90_A0A085GTG2	0.0	0.0	0.0	0.0	1.4471780029	0.0	0.0	0.0	0.0
UniRef90_A0A085GTH4	0.0	0.0	0.0	0.0	0.5701254276	0.0	0.0	0.0	0.0
UniRef90_A0A085GVP1	0.0	0.0	0.0	0.0	0.4764173416	0.0	0.0	0.0	0.0
UniRef90_A0A085GVW3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2256557753
UniRef90_A0A085GW32	0.0	0.0	0.0	0.0	0.5235602094	0.0	0.0	0.0	0.0
UniRef90_A0A085GXX1	0.0	0.0	0.0	0.8658008658	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A085GYL9	0.0	0.0	0.0	0.0	0.7662835249	0.0	0.0	0.0	0.0
UniRef90_A0A085H123	0.0	0.0	0.0	0.0	0.0	0.7158196135	0.0	0.7158196135	0.0
UniRef90_A0A085H1R2	0.0	0.0	0.0	0.0	0.2880467748	0.0	0.0	0.0	0.0
UniRef90_A0A085H292	0.0	0.0	0.0	0.0	0.5747126437	0.0	0.0	0.5747126437	0.0
UniRef90_A0A085H9E6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2091898428
UniRef90_A0A085H9I8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5080064929
UniRef90_A0A085H9J1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5971216664
UniRef90_A0A085H9J3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4454368702
UniRef90_A0A085H9K4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0718113612
UniRef90_A0A085H9Y8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7434944238
UniRef90_A0A085H9Z9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399580126
UniRef90_A0A085HA44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3175230567
UniRef90_A0A085HA57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1173184358
UniRef90_A0A085HA67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.849617672
UniRef90_A0A085HAT6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5037593985
UniRef90_A0A085HAU0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9891196835
UniRef90_A0A085HB31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1278465427
UniRef90_A0A085HBP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7446016381
UniRef90_A0A085HBP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0857763301
UniRef90_A0A085HBT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2219755827
UniRef90_A0A085HBU4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1173184358
UniRef90_A0A085HBV0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161429452
UniRef90_A0A085HBW6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191176471
UniRef90_A0A085HBX9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2004801921
UniRef90_A0A085HBY7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1437738785
UniRef90_A0A085HC26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3717421125
UniRef90_A0A085HC31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.457002457
UniRef90_A0A085HC67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3351134846
UniRef90_A0A085HCB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6835269993
UniRef90_A0A085HCE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2661195594
UniRef90_A0A085HCJ7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2578616352
UniRef90_A0A085HCM0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2834012031
UniRef90_A0A085HCM6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5036233826
UniRef90_A0A085HD97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3996604549
UniRef90_A0A085HDC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3404522886
UniRef90_A0A085HEK0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2656042497
UniRef90_A0A085HEL4	0.0	2.2246941046	0.0	0.0	0.0	0.0	0.0	1.1123470523	0.0
UniRef90_A0A085HEN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4264392324
UniRef90_A0A085HEN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935453695
UniRef90_A0A085HEP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7326007326
UniRef90_A0A085HEP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5154951676
UniRef90_A0A085HEP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5451016468
UniRef90_A0A085HEU4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5082956259
UniRef90_A0A085HEY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3873270449
UniRef90_A0A085HF49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7722007722
UniRef90_A0A085HFJ3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9132420091
UniRef90_A0A085HFK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3356831151
UniRef90_A0A085HFS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0952902519
UniRef90_A0A085HFW8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0924395368
UniRef90_A0A085HFZ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1969029155
UniRef90_A0A085HFZ9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8271298594
UniRef90_A0A085HG42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5107902064
UniRef90_A0A085HG73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5552099533
UniRef90_A0A085HGB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3699593045
UniRef90_A0A085HGC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2547051443
UniRef90_A0A085HGN6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0111223458
UniRef90_A0A085HGP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8733624454
UniRef90_A0A085HGQ9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4407227854
UniRef90_A0A085HHH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9871668312
UniRef90_A0A085HHJ2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8038585209
UniRef90_A0A085HHP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6724949563
UniRef90_A0A085HHQ9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8257638315
UniRef90_A0A085HI17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1171990377
UniRef90_A0A085HJ17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1723329426
UniRef90_A0A085HK18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4281933799
UniRef90_A0A085HKH6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2422360248
UniRef90_A0A085HKI6	0.0	0.0	0.0	0.0	0.2107948174	0.0	0.0	0.0	0.0
UniRef90_A0A085HKJ5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.936329588
UniRef90_A0A085HKS9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4492214949
UniRef90_A0A085HKT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2234926423
UniRef90_A0A085HL21	0.0	0.0	0.0	0.0	0.1396349608	0.0	0.0	0.0	0.0
UniRef90_A0A085HLR4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4912914938
UniRef90_A0A085HLT9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6877579092
UniRef90_A0A085HMZ9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9699321048
UniRef90_A0A085HNK6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6086427267
UniRef90_A0A085HNL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2970168612
UniRef90_A0A085HNT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1457678941
UniRef90_A0A085HPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4078303426
UniRef90_A0A085HR18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1768005169
