Gene Family	D1	D2	D3	D5	P1	P2	P3	P4	P5
UniRef90_A0A1V2T3U0	0.0	0.5513552696	0.298181184	0.5928618965	0.5861664713	0.2927578052	0.0	0.0	0.2975530931
UniRef90_A0A1V2T448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2195121951	0.0
UniRef90_A0A1V2T7I6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8658008658	0.0
UniRef90_A0A1V2UA20	0.0	0.3288973105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V2UEY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7178750897
UniRef90_A0A1V2UFI7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5324813632
UniRef90_A0A1V2UMW0	0.0	0.0	0.0	0.0	0.291670452	0.0	0.0	0.0	0.0
UniRef90_A0A1V3CE01	0.0	0.0	0.0	0.0	0.0	0.641025641	0.0	0.0	0.0
UniRef90_A0A1V3NEA0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5452562704	0.0
UniRef90_A0A1V3NFY2	0.0	0.0	0.0	0.4368719965	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V3VT84	0.0	0.0	0.0	0.0	0.0	0.5595941575	0.0	0.0	0.0
UniRef90_A0A1V3Z1Y6	0.0	0.0	0.0	0.0	0.0	0.5515719801	0.0	0.0	0.0
UniRef90_A0A1V3Z636	0.0	0.0	0.408997955	0.408997955	0.0	0.408997955	0.0	0.0	0.0
UniRef90_A0A1V3Z7Y9	0.0	0.0	0.0	1.2453300125	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V3Z8E2	0.0	0.0	0.0	1.7250980046	0.0	1.1160714286	0.0	0.5779921284	0.0
UniRef90_A0A1V3ZAN4	0.0	0.0	0.0	0.2521616286	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V3ZC24	0.0	0.0	0.0	0.0	0.0	0.7326007326	0.0	0.0	0.0
UniRef90_A0A1V4DF90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5216055706	0.0
UniRef90_A0A1V4J5S6	0.0	0.0	0.0	0.0	7.0422535211	0.0	0.0	0.0	0.0
UniRef90_A0A1V4L1R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.132231405
UniRef90_A0A1V4NUR0	0.0	0.0	0.0	0.0	1.2836970475	0.0	0.0	0.0	0.0
UniRef90_A0A1V4P1U4	0.0	0.0	0.0	1.0449320794	0.0	0.0	0.0	0.0	1.0449320794
UniRef90_A0A1V5G7Q7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248762348
UniRef90_A0A1V6MD94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5948963317	0.0
UniRef90_A0A1V6MDS5	0.0	0.2062908367	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8P059	0.0	0.0	0.0	0.0	0.8311044524	0.6855656402	0.0	0.4178930272	0.0
UniRef90_A0A1V8WDF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1778563015
UniRef90_A0A1V8WQZ7	0.0	0.555247085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8Y6V8	0.0	0.3214221772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8Y881	0.0	0.5099439062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8Y8E5	0.0	0.7243126252	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YAA4	0.0	0.6626905235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YJ70	0.0	0.9140767824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YLZ1	0.0	1.5267175573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YP90	0.0	1.7064846416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YVI2	0.0	0.7352941176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YX24	0.0	0.9174311927	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1V8YXL2	0.0	0.0	0.0	0.0	1.3495276653	0.0	0.0	1.3495276653	0.0
UniRef90_A0A1V8Z3I0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8460236887	0.0
UniRef90_A0A1V8Z3I1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7625211771	0.0
UniRef90_A0A1V8Z3Y0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4903129657	0.0
UniRef90_A0A1V8Z4R5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.182813071	0.0
UniRef90_A0A1V8Z4Y3	0.0	0.0	0.0	0.0	0.2057361116	0.0	0.0	0.6215040398	0.2057361116
UniRef90_A0A1V8Z777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9460737938	0.0
UniRef90_A0A1V8Z963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6257822278	0.0
UniRef90_A0A1V9DHF8	0.0	0.0	0.0	0.0	0.0	0.5287078745	0.0	0.0	0.0
UniRef90_A0A1V9UJC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3910769359	0.0
UniRef90_A0A1W1H4D9	0.0	0.0	0.0	0.0	0.2963644063	0.0	0.0	0.0	0.0
UniRef90_A0A1W1K352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9221115021	0.0
UniRef90_A0A1W1KIC1	0.6288074626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W2PQ72	0.0	0.0	0.0	0.0	1.1135857461	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B0F5	0.0	0.0	0.0	0.0	0.0	1.1641443539	0.0	0.0	0.0
UniRef90_A0A1W6B0I4	0.0	0.0	0.0	0.8718395815	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B0N7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6896551724
UniRef90_A0A1W6B0T5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1600928074
UniRef90_A0A1W6B150	0.0	0.0	0.0	0.0	0.0	1.3774104683	0.0	0.0	0.0
UniRef90_A0A1W6B1V3	0.0	0.0	0.0	0.0	0.0	1.1235955056	0.0	1.1235955056	0.0
UniRef90_A0A1W6B1X6	0.0	0.0	0.0	0.0	0.0	0.5652911249	0.0	0.5652911249	0.0
UniRef90_A0A1W6B281	0.0	0.0	0.0	0.5167958656	0.0	0.5096839959	0.0	0.0	0.0
UniRef90_A0A1W6B2G5	0.0	0.0	0.0	0.415282392	0.0	0.415282392	0.0	0.415282392	0.0
UniRef90_A0A1W6B2W5	0.0	0.0	0.0	0.0	0.0	0.7067137809	0.0	0.7067137809	0.6743088334
UniRef90_A0A1W6B3A8	0.0	0.0	0.0	0.4083132664	0.0	0.4083132664	0.0	0.0	0.0
UniRef90_A0A1W6B3D3	0.0	0.0	0.0	0.5899705015	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B3G7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3597122302
UniRef90_A0A1W6B3H0	0.0	0.0	0.0	0.0	0.0	0.5521811154	0.0	0.0	0.0
UniRef90_A0A1W6B3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5577244841
UniRef90_A0A1W6B402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2423410984	0.0
UniRef90_A0A1W6B4F2	0.0	0.0	0.0	0.0	0.0	1.7391304348	0.0	0.0	0.0
UniRef90_A0A1W6B4J0	0.0	0.0	0.0	0.0	0.0	0.5057846954	0.0	0.0	0.0
UniRef90_A0A1W6B4J9	0.0	0.0	0.0	0.0	0.0	1.1778563015	0.0	0.0	0.0
UniRef90_A0A1W6B4V2	0.0	0.0	0.0	1.5698587127	0.0	1.5698587127	0.0	1.5698587127	0.0
UniRef90_A0A1W6B4X0	0.0	0.0	0.0	0.0	0.0	0.6613289386	0.0	0.0	0.0
UniRef90_A0A1W6B4Y0	0.0	0.0	0.0	0.4068348251	0.0	0.4068348251	0.0	0.4068348251	0.0
UniRef90_A0A1W6B5J9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2172949002
UniRef90_A0A1W6B5K2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9285051068
UniRef90_A0A1W6B5N3	0.0	0.0	0.0	0.0	0.0	0.5018633789	0.0	0.0	0.0
UniRef90_A0A1W6B5U7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3793103448
UniRef90_A0A1W6B5V5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5694528054
UniRef90_A0A1W6B5Y8	0.0	0.0	0.0	0.0	0.0	0.5221932115	0.0	0.0	0.0
UniRef90_A0A1W6B635	0.0	0.0	0.0	0.0	0.0	0.2149572844	0.0	0.2149572844	0.4194630872
UniRef90_A0A1W6B652	0.0	0.0	0.0	0.0	0.0	0.2178786508	0.0	0.2178786508	0.3753753754
UniRef90_A0A1W6B6B4	0.0	0.0	0.0	0.5497526113	0.0	0.5497526113	0.0	0.0	0.0
UniRef90_A0A1W6B6E4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9624639076
UniRef90_A0A1W6B794	0.0	0.0	0.0	0.5509641873	0.0	0.5509641873	0.0	0.5509641873	0.5509641873
UniRef90_A0A1W6B7L3	0.0	0.0	0.0	0.0	0.0	0.9842519685	0.0	0.0	0.0
UniRef90_A0A1W6B7U2	0.0	0.0	0.0	0.6455777921	0.0	0.6455777921	0.0	0.6455777921	0.0
UniRef90_A0A1W6B7X5	0.0	0.0	0.0	1.0256410256	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B7Z7	0.0	0.0	0.0	1.0604453871	0.0	1.0604453871	0.0	0.0	0.0
UniRef90_A0A1W6B826	0.0	0.0	0.0	0.0	0.0	1.0626992561	0.0	0.0	1.0626992561
UniRef90_A0A1W6B8C8	0.0	0.0	0.0	0.3797949107	0.0	0.3468609088	0.0	0.3797949107	0.3797949107
UniRef90_A0A1W6B8I9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0449320794	1.0449320794
UniRef90_A0A1W6B8V7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4158978039
UniRef90_A0A1W6B8Y8	0.0	0.0	0.0	0.6506180872	0.0	0.6506180872	0.0	0.0	0.0
UniRef90_A0A1W6B8Z5	0.0	0.0	0.0	0.0	0.0	0.2924959263	0.0	0.2924959263	0.0
UniRef90_A0A1W6B919	0.0	0.0	0.0	0.3844675125	0.0	0.3844675125	0.0	0.3844675125	0.0
UniRef90_A0A1W6B940	0.0	0.0	0.0	0.0	0.0	0.9216589862	0.0	0.0	0.0
UniRef90_A0A1W6B974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1415525114
UniRef90_A0A1W6B985	0.0	0.0	0.0	0.5042864347	0.0	0.0	0.0	0.0	0.4273504274
UniRef90_A0A1W6B9E1	0.0	0.0	0.0	0.0	0.0	0.7032348805	0.0	0.0	0.0
UniRef90_A0A1W6B9Q9	0.0	0.0	0.0	0.5017204213	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B9T5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5141175366
UniRef90_A0A1W6B9U9	0.0	0.0	0.0	1.0449320794	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6B9V9	0.0	0.0	0.0	0.5266114849	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W6BAE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2091898428
UniRef90_A0A1W6BAJ8	0.0	0.0	0.0	0.0	0.0	0.999000999	0.0	0.0	0.0
UniRef90_A0A1W6BAL4	0.0	0.0	0.0	0.5851375073	0.0	0.5851375073	0.0	0.5851375073	0.0
UniRef90_A0A1W6BAN9	0.0	0.0	0.0	0.0	0.0	1.0604453871	0.0	0.0	0.0
UniRef90_A0A1W6BAQ2	0.0	0.0	0.0	0.710732054	0.0	0.710732054	0.0	0.710732054	0.0
UniRef90_A0A1W6BAQ4	0.0	0.0	0.0	0.6321112516	0.0	0.6983240223	0.0	0.6983240223	0.0
UniRef90_A0A1W6BAS1	0.0	0.0	0.0	0.0	0.0	0.5498873936	0.0	0.0	0.0
UniRef90_A0A1W6BB09	0.0	0.0	0.0	0.8183306056	0.0	0.8183306056	0.0	0.0	0.8
UniRef90_A0A1W6BB62	0.0	0.0	0.0	0.0	0.0	0.9606147935	0.0	0.0	0.0
UniRef90_A0A1W6BZX6	0.0	0.5117707267	0.0	0.0	0.0	0.501002004	0.0	0.5117707267	0.0
UniRef90_A0A1W6C010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3018694632	0.0
UniRef90_A0A1W6D5N4	0.0	0.0	0.0	0.0	0.5783689994	0.0	0.0	0.0	0.0
UniRef90_A0A1W6ND21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7352941176	0.0
UniRef90_A0A1W9F265	0.0	0.9199632015	0.0	0.0	0.3706972096	0.0	0.0	0.0	0.0
UniRef90_A0A1W9F2X6	0.0	1.0952902519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1W9F577	0.0	0.8904719501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X0M9X4	0.0	0.0	0.0	0.0	1.5576323988	0.0	0.0	0.0	0.0
UniRef90_A0A1X0MCR7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2453300125	0.0
UniRef90_A0A1X0VA08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7094017094	0.0
UniRef90_A0A1X0WGG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.512957152	0.0
UniRef90_A0A1X0XCP8	0.0	0.0	0.0	0.0	0.2952995897	0.4305767758	0.0	0.0	0.0
UniRef90_A0A1X0XDH7	0.0	0.2909670671	0.0	0.637844141	0.6116475677	0.3186015875	0.0	0.5052563824	0.3160814656
UniRef90_A0A1X0YJT8	0.0	0.0	0.0	0.0	0.0	0.7374631268	0.0	0.6506180872	0.6493506494
UniRef90_A0A1X0YR67	0.0	1.3586956522	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X0YVT7	0.0	0.527329659	0.0	0.210516813	0.2108281126	0.6231376222	0.0	0.2108281126	0.527329659
UniRef90_A0A1X1DEN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1454753723
UniRef90_A0A1X1DHA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5606924789
UniRef90_A0A1X1DIJ0	0.0	0.0	0.0	0.4566486343	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X1DN28	0.0	0.0	0.0	0.9541984733	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X1DVJ9	0.0	0.0	0.0	0.8658008658	0.0	0.0	0.0	0.0	0.8658008658
UniRef90_A0A1X1DWT2	0.0	0.0	0.0	0.4009449492	0.0	0.4009449492	0.0	0.0	0.0
UniRef90_A0A1X1DYK8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0427528676
UniRef90_A0A1X1E291	0.0	0.0	0.0	0.0	0.0	0.9216589862	0.0	0.0	0.0
UniRef90_A0A1X1E6C5	0.0	0.0	0.0	0.0	0.0	0.9624639076	0.0	0.0	0.9624639076
UniRef90_A0A1X1E8H6	0.0	0.0	0.0	1.2771392082	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X1E9S5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7496251874
UniRef90_A0A1X1EDY9	0.0	0.0	0.0	0.5379236148	0.0	0.5379236148	0.0	0.5379236148	0.0
UniRef90_A0A1X1LRJ4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6402048656	0.0
UniRef90_A0A1X1LS41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.884173298	0.0
UniRef90_A0A1X1LSX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4295532646	0.4572473708
UniRef90_A0A1X2JFE8	0.0	0.9276437848	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X3AHI3	0.0	0.0	0.0	1.0050251256	0.0	0.0	0.0	0.0	0.9560229446
UniRef90_A0A1X3AZ05	0.0	0.0	0.0	0.5685048323	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X3BLR7	0.0	0.0	0.0	0.7097232079	0.0	0.1753317361	0.0	0.0	0.1779375422
UniRef90_A0A1X3BT77	0.0	0.0	0.0	0.2089501327	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X3K1E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0582010582
UniRef90_A0A1X3RKF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2279279911
UniRef90_A0A1X3RS18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2783428411
UniRef90_A0A1X3RW96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0867212943
UniRef90_A0A1X4JI70	0.0	0.0968710646	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JIQ5	0.0	1.0976948408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JIW8	0.0	0.6835269993	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JKK3	0.0	0.0801924619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JKQ2	0.0	0.1751620249	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JLW8	0.0	0.4504504505	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JMS4	0.0	0.5200208008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JN09	0.0	0.8354218881	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X4JP18	0.0	0.4728132388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X7QID0	0.0	0.0	0.0	0.0	0.7418397626	0.0	0.0	0.0	0.0
UniRef90_A0A1X7QJT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5707762557	0.0
UniRef90_A0A1X7QLC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3692672208	0.0
UniRef90_A0A1X7QM66	0.0	0.0	0.0	0.0	1.1350737798	0.0	0.0	0.0	0.0
UniRef90_A0A1X8W6Z2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1709401709	0.0
UniRef90_A0A1X8W8Y4	0.0	0.9425070688	0.0	0.0	0.9425070688	0.9425070688	0.0	0.0	0.0
UniRef90_A0A1X9IGF6	0.0	0.0	0.0	0.0	1.8518518519	0.0	0.0	0.0	0.0
UniRef90_A0A1X9TLA6	0.0	1.4792899408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1X9TLG8	0.0	0.723065799	0.8481764207	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0M0M3	0.0	0.0	0.0	0.2665955745	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VKP9	0.0	0.7390983001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VKT5	0.0	0.8064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VKV0	0.0	0.4755111745	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VL21	0.0	1.1862396204	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VLJ5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4705072813	0.0
UniRef90_A0A1Y0VP98	0.0	0.9606147935	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VPL9	0.0	0.6756756757	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VQ38	0.0	0.9541984733	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VQ62	0.0	1.6920473773	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VQC8	0.0	0.6724886108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VQD1	0.0	1.0834236186	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VW62	0.0	0.798084597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VWF0	0.0	1.017293998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VXS6	0.0	1.1148272018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0VY43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0604453871	0.0
UniRef90_A0A1Y0VYD9	0.0	0.7843137255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0W0L9	0.0	0.8084074373	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0W0R8	0.0	0.6958942241	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y0W1X6	0.0	1.1025358324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y2XPD1	0.0	1.1976047904	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y2XSD3	0.0	0.0	0.0	0.0	0.4786979416	0.0	0.0	0.0	0.0
UniRef90_A0A1Y2Y1J7	0.0	0.1582779361	0.0	0.0978456607	0.0	0.0422238588	0.0	0.1060355523	0.0
UniRef90_A0A1Y3J5U9	0.0	0.0	0.0	0.0	0.0	0.7610396991	0.0	0.0	0.0
UniRef90_A0A1Y4QT91	0.0	0.0	0.0	0.5366586247	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y4XMG5	0.0	0.0	0.0	0.0	0.7423904974	0.0	0.0	0.0	0.0
UniRef90_A0A1Y4XNM8	0.0	0.0	0.0	0.0	0.3005710851	0.0	0.0	0.0	0.0
UniRef90_A0A1Y4XU83	0.0	0.0	0.0	0.2112419521	0.0	0.2114989813	0.0	0.0	0.0
UniRef90_A0A1Y4YE13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3730616925	1.4947683109
UniRef90_A0A1Y6G9P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3175230567	0.0
UniRef90_A0A1Y6GAU5	0.0	0.0	0.0	1.1025358324	1.1025358324	2.2050716648	0.0	1.1025358324	0.0
UniRef90_A0A1Y6GAX1	0.0	0.0	0.0	0.0	0.0	0.8163265306	0.0	0.8163265306	0.0
UniRef90_A0A1Y6GBA8	0.0	0.0	0.0	1.321003963	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GBT5	0.0	0.0	0.0	0.0	0.0	2.0120724346	0.0	0.0	0.0
UniRef90_A0A1Y6GC17	0.0	0.0	0.0	0.0	0.0	1.239157373	0.0	1.2531328321	0.0
UniRef90_A0A1Y6GCJ5	0.0	0.0	0.0	0.0	0.0	1.3071895425	0.0	0.0	0.0
UniRef90_A0A1Y6GDK9	0.0	0.0	0.0	1.0090817356	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GDZ8	0.0	0.0	0.0	0.0	0.0	1.0857763301	0.0	0.0	0.0
UniRef90_A0A1Y6GE25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1587485516	0.0
UniRef90_A0A1Y6GEP7	0.0	0.0	0.0	0.0	0.0	0.7806401249	0.0	0.7806401249	0.0
UniRef90_A0A1Y6GFI8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0775862069	0.0
UniRef90_A0A1Y6GFL5	0.0	0.0	0.0	0.0	0.0	0.5772644328	0.0	0.0	0.0
UniRef90_A0A1Y6GFX6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0030090271	0.0
UniRef90_A0A1Y6GGQ9	0.0	0.0	0.0	0.9407337723	0.0	0.0	0.0	0.9407337723	0.0
UniRef90_A0A1Y6GGY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1695906433	0.0
UniRef90_A0A1Y6GGY5	0.0	0.0	0.0	1.0471204188	0.0	0.0	0.0	1.0471204188	0.0
UniRef90_A0A1Y6GH82	0.0	0.0	0.0	1.1299435028	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GHU7	0.0	0.0	0.5205193063	0.0	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GI52	0.0	0.0	0.0	0.0	0.0	0.4819277108	0.0	0.0	0.0
UniRef90_A0A1Y6GI86	0.0	0.0	0.0	0.0	0.0	1.1173184358	0.0	0.0	0.0
UniRef90_A0A1Y6GIM0	0.0	0.0	0.0	0.8326394671	0.0	0.7199424046	0.0	0.0	0.0
UniRef90_A0A1Y6GIM5	0.0	0.0	0.0	0.0	0.0	0.6872852234	0.0	0.0	0.0
UniRef90_A0A1Y6GIY6	0.0	0.0	0.0	1.0319917441	0.0	1.0319917441	0.0	0.0	1.0309278351
UniRef90_A0A1Y6GK94	0.0	0.0	0.0	0.0	0.0	1.5174506829	0.0	0.0	0.0
UniRef90_A0A1Y6GKI5	0.0	0.0	0.0	1.017293998	0.0	0.0	0.0	1.017293998	0.0
UniRef90_A0A1Y6GL33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6523157208	0.0
UniRef90_A0A1Y6GL54	0.0	0.0	0.0	0.9460737938	0.0	0.0	0.0	0.9460737938	0.0
UniRef90_A0A1Y6GL90	0.0	0.0	0.0	0.0	0.0	1.0649627263	0.0	0.0	0.0
UniRef90_A0A1Y6GLT2	0.0	2.3135696413	0.0	0.0	0.0	1.1641443539	0.0	0.0	0.0
UniRef90_A0A1Y6GMI9	0.0	0.4541792949	0.0	0.9066183137	0.0	1.3617711317	0.0	0.9066183137	0.4551398797
UniRef90_A0A1Y6GMQ9	0.0	0.0	0.0	1.2062726176	0.0	1.2062726176	0.0	0.0	0.0
UniRef90_A0A1Y6GNZ0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5927682276	0.0
UniRef90_A0A1Y6GPA6	0.0	0.0	0.0	1.4684287812	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GPM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2467308095	0.0
UniRef90_A0A1Y6GQ80	0.0	0.0	0.0	1.1454753723	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GRE5	0.0	0.0	0.0	0.0	0.0	1.1834319527	0.0	0.0	0.0
UniRef90_A0A1Y6GRR0	0.0	0.0	0.0	1.3947001395	0.0	0.0	0.0	0.0	0.0
UniRef90_A0A1Y6GSI8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2484394507	0.0
UniRef90_A0A1Y7VLX7	0.0	0.0	0.0	0.0	2.8169014085	0.0	0.0	0.0	0.0
UniRef90_A0A1Z1EA70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4675081814	0.0
UniRef90_A0A1Z1ST15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0559662091
UniRef90_A0A1Z1STL0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1947431302
UniRef90_A0A1Z5LJ41	0.0	7.3529411765	7.3529411765	0.0	0.0	0.0	0.0	7.3529411765	7.3529411765
