feature	Coprothermobacterales	Nitrospinales	Chrysiogenales	Calditrichales	Caldisericales	Atribacterales	Thermodesulfobiales	Elusimicrobiales	Endomicrobiales	Dictyoglomales	Bradymonadales	Synergistales	Thermodesulfovibrionales	Nitrospirales	Candidatus.Absconditabacterales	Candidatus.Saccharimonadales	Candidatus.Nanosynbacterales	Candidatus.Babeliales	Desulfurobacteriales	Aquificales	Deferribacterales	Silvanigrellales	Bdellovibrionales	Bacteriovoracales	Mesoaciditogales	Kosmotogales	Thermotogales	Petrotogales	Vicinamibacterales	Thermotomaculales	Acanthopleuribacterales	Holophagales	Bryobacterales	Terriglobales	Syntrophales	Desulfomonilales	Candidatus.Desulfofervidales	Syntrophobacterales	Desulfobaccales	Thermodesulfobacteriales	Desulfarculales	Desulfobulbales	Desulfobacterales	Desulfuromonadales	Geobacterales	Desulfovibrionales	Brevinematales	Leptospirales	Brachyspirales	Spirochaetales	Haliangiales	Nannocystales	Polyangiales	Myxococcales	Fusobacteriales	Desulfurellales	Nautiliales	Campylobacterales	Lentisphaerales	Tichowtungiales	Kiritimatiellales	Methylacidiphilales	Puniceicoccales	Opitutales	Limisphaerales	Verrucomicrobiales	Candidatus.Brocadiales	Tepidisphaerales	Sedimentisphaerales	Phycisphaerales	Candidatus.Uabimicrobiales	Isosphaerales	Gemmatales	Pirellulales	Planctomycetales	Parachlamydiales	Chlamydiales	Fibrobacterales	Candidatus.Cloacimonadales	Gemmatimonadales	Balneolales	Rhodothermales	Ignavibacteriales	Chlorobiales	Candidatus.Sulfidibacteriales	Saprospirales	Chitinophagales	Sphingobacteriales	Cytophagales	Marinilabiliales	Bacteroidales	Flavobacteriales	Vulcanimicrobiales	Chthonomonadales	Fimbriimonadales	Capsulimonadales	Thermomicrobiales	Sphaerobacterales	Phototrophicales	Ktedonobacterales	Anaerolineales	Caldilineales	Candidatus.Promineifilales	Tepidiformales	Thermoflexales	Chloroflexales	Dehalococcoidales	Trueperales	Thermales	Deinococcales	Coleofasciculales	Gloeomargaritales	Oculatellales	Thermostichales	Gomontiellales	Nodosilineales	Geitlerinematales	Chroococcidiopsidales	Gloeobacterales	Acaryochloridales	Leptolyngbyales	Pseudanabaenales	Pleurocapsales	Oscillatoriales	Chroococcales	Nostocales	Synechococcales	Candidatus.Izemoplasmatales	Acholeplasmatales	Mycoplasmatales	Entomoplasmatales	Mycoplasmoidales	Egicoccales	Euzebyales	Egibacterales	Rubrobacterales	Acidimicrobiales	Coriobacteriales	Eggerthellales	Thermoleophilales	Miltoncostaeales	Solirubrobacterales	Acidothermales	Sporichthyales	Actinopolysporales	Glycomycetales	Candidatus.Nanopelagicales	Kineosporiales	Jatrophihabitantales	Catenulisporales	Nakamurellales	Jiangellales	Bifidobacteriales	Geodermatophilales	Frankiales	Actinomycetales	Streptosporangiales	Propionibacteriales	Pseudonocardiales	Micromonosporales	Micrococcales	Kitasatosporales	Mycobacteriales	Limnochordales	Dethiobacterales	Acidaminococcales	Veillonellales	Selenomonadales	Erysipelotrichales	Tissierellales	Koleobacterales	Thermosediminibacterales	Natranaerobiales	Moorellales	Thermoanaerobacterales	Halanaerobiales	Caldicellulosiruptorales	Eubacteriales	Bacillales	Lactobacillales	Hydrogenophilales	Mariprofundales	Acidithiobacillales	Ferrovales	Nitrosomonadales	Rhodocyclales	Neisseriales	Burkholderiales	Magnetococcales	Sneathiellales	Geminicoccales	Minwuiales	Emcibacterales	Parvularculales	Kordiimonadales	Maricaulales	Hyphomonadales	Candidatus.Pelagibacterales	Holosporales	Rickettsiales	Rhodospirillales	Sphingomonadales	Rhodobacterales	Caulobacterales	Hyphomicrobiales	Candidatus.Comchoanobacterales	Steroidobacterales	Thiohalomonadales	Immundisolibacterales	Salinisphaerales	Kangiellales	Nevskiales	Thiohalobacterales	Acidiferrobacterales	Cardiobacteriales	Orbales	Methylococcales	Cellvibrionales	Legionellales	Thiotrichales	Chromatiales	Pasteurellales	Oceanospirillales	Moraxellales	Alteromonadales	Vibrionales	Xanthomonadales	Pseudomonadales	Aeromonadales	Enterobacterales	Brassicales	Pyrenomonadales	Cryptomonadales	Acytosteliales	Dictyosteliales	Trypanosomatida	Diplomonadida	Trichomonadida	Naviculales	Thalassiosirales	Peniculida	Eucoccidiorida	Piroplasmida	Haemosporida	Malasseziales	Ustilaginales	Trichosporonales	Tremellales	Cantharellales	Agaricales	Pucciniales	Schizosaccharomycetales	Saccharomycetales	Pleosporales	Mycosphaerellales	Eurotiales	Helotiales	Sordariales	Magnaporthales	Glomerellales	Hypocreales	Candidatus.Nanohalobiales	Nanobdellales	Candidatus.Micrarchaeales	Candidatus.Prometheoarchaeales	Methanomassiliicoccales	Thermoplasmatales	Conexivisphaerales	Candidatus.Nitrosocaldales	Nitrososphaerales	Nitrosopumilales	Fervidicoccales	Thermoproteales	Thermofilales	Acidilobales	Desulfurococcales	Sulfolobales	Candidatus.Methanoliparales	Methanonatronarchaeales	Archaeoglobales	Thermococcales	Methanopyrales	Methanobacteriales	Methanococcales	Methanocellales	Methanotrichales	Methanomicrobiales	Methanosarcinales	Haloferacales	Natrialbales	Halobacteriales	Halopanivirales	Tubulavirales	Haloruvirales	Petitvirales	Ligamenvirales	Lefavirales	Ghabrivirales	Reovirales	Cryppavirales	Timlovirales	Norzivirales	Stellavirales	Patatavirales	Durnavirales	Picornavirales	Nidovirales	Sobelivirales	Nodamuvirales	Tolivirales	Amarillovirales	Tymovirales	Martellivirales	Hepelivirales	Articulavirales	Bunyavirales	Jingchuvirales	Mononegavirales	Blubervirales	Ortervirales	Orthopolintovirales	Priklausovirales	Atroposvirales	Belfryvirales	Kalamavirales	Rowavirales	Asfuvirales	Chitovirales	Pimascovirales	Algavirales	Imitervirales	Herpesvirales	Kirjokansivirales	Nakonvirales	Thumleimavirales	Crassvirales	Baphyvirales	Mulpavirales	Cirlivirales	Geplafuvirales	Sepolyvirales	Zurhausenvirales	Piccovirales
D1	-24.962849824189	-25.2967933584608	-24.2967933584608	-23.7118308577397	-22.9748652635735	-21.8373617398235	-21.7118308577397	-24.2967933584608	-21.7118308577397	-20.8373617398235	-20.9044759356821	-20.4894384364032	-21.8373617398235	-20.4894384364032	-23.2967933584608	-27.0894837994297	-22.9748652635735	-20.6529371686861	-21.9748652635735	-20.0113911395986	-19.6820835143456	-19.8705286037587	-19.2967933584608	-17.6674367383812	-24.2967933584608	-22.9748652635735	-18.4513033075165	-17.7732314024038	-19.9392413538428	-22.9748652635735	-20.7732314024038	-18.4388123633333	-20.4388123633333	-18.1470462389562	-24.8570232202051	-24.2967933584608	-24.2967933584608	-22.9748652635735	-22.2967933584608	-20.9044759356821	-20.5419058562974	-20.1268683570185	-18.2855661030376	-19.067974667965	-18.2855661030376	-17.0631736817011	-25.8282863832204	-18.5963536403197	-17.8049402621312	-15.5072597134905	-19.5154336449362	-18.7576345473528	-17.1268683570185	-15.7441242609466	-13.8195410345229	-22.1268683570185	-18.2744255454324	-13.7350280948331	-21.8373617398235	-24.2967933584608	-22.1268683570185	-20.9748652635735	-21.4894384364032	-19.8705286037587	-21.9748652635735	-19.1882689016827	-23.7118308577397	-22.9748652635735	-21.9748652635735	-21.1268683570185	-17.2093305172105	-18.6243680164893	-18.4388123633333	-18.414150309099	-17.9930126102837	-17.6529371686861	-13.9530524399886	-24.2967933584608	-22.1268683570185	-19.5963536403197	-24.2967933584608	-20.1268683570185	-19.9044759356821	-19.8049402621312	-21.4894384364032	-19.366056020898	-17.0583886191358	-16.1623670382399	-15.3252498045101	-16.7383726451922	-15.4686568742667	-12.7283621652934	-24.2967933584608	-25.2967933584608	-23.7118308577397	-22.7118308577397	-23.7118308577397	-20.2967933584608	-24.8435695545342	-24.2967933584608	-23.2967933584608	-22.9748652635735	-21.9748652635735	-21.7118308577397	-21.7118308577397	-20.5419058562974	-19.9044759356821	-22.7118308577397	-18.3310090737988	-17.0253303305565	-24.2967933584608	-22.9748652635735	-22.7118308577397	-22.2967933584608	-22.1268683570185	-21.0488658450173	-20.9748652635735	-20.9748652635735	-20.9748652635735	-20.7118308577397	-20.342597048074	-20.2967933584608	-19.7422045067832	-18.3899027628523	-17.2360974267733	-16.6067953870414	-16.2066809387965	-19.4894384364032	-17.0441279260106	-14.3690153963785	-13.946406616148	-11.5539576410297	-21.7118308577397	-21.7118308577397	-21.1268683570185	-19.7732314024038	-18.2855661030376	-19.2744255454324	-19.1268683570185	-23.2967933584608	-20.0113911395986	-17.9392413538428	-24.2967933584608	-21.9748652635735	-21.9748652635735	-21.4894384364032	-20.6529371686861	-20.2523992391024	-20.0488658450173	-19.8705286037587	-19.6529371686861	-19.5688729038976	-18.4388123633333	-18.1268683570185	-18.0776248379987	-16.214644317107	-15.268887361891	-14.5722795053409	-14.3779301211862	-14.0812603587152	-12.366056020898	-11.5434721305158	-10.9096511068762	-19.8705286037587	-19.7118308577397	-21.2093305172105	-18.2523992391024	-18.1882689016827	-16.3839040222309	-16.638581875709	-25.2967933584608	-21.1268683570185	-20.6529371686861	-20.4388123633333	-18.4894384364032	-18.0873399928319	-16.0229977592466	-11.9048785295289	-11.5045114312819	-9.08735903190179	-27.2847779190763	-24.2967933584608	-20.2523992391024	-23.7118308577397	-17.1119180155526	-16.7383726451922	-15.6802445146818	-12.1725104634942	-27.0894837994297	-25.2967933584608	-22.7118308577397	-22.7118308577397	-21.4894384364032	-21.1268683570185	-20.9044759356821	-20.8373617398235	-19.0113911395986	-18.6529371686861	-17.3779301211862	-16.7345509342398	-14.9669970202401	-14.5203603260161	-14.5056304699058	-13.6950225700531	-12.5460863722359	-24.2967933584608	-23.7118308577397	-23.2967933584608	-22.7118308577397	-22.1268683570185	-21.0488658450173	-21.0488658450173	-20.7732314024038	-20.7732314024038	-19.4388123633333	-18.1470462389562	-16.7771571056176	-16.6710845153964	-16.5825478407947	-16.3899027628523	-16.3690153963785	-14.9436465329628	-14.6978103874247	-14.1908848498897	-13.8943141862459	-13.6439483854589	-12.7525533520192	-12.1026521195977	-10.2814218663646	-0.966728090632641	-27.1959242580453	-23.2967933584608	-22.1268683570185	-27.0894837994297	-17.5419058562974	-16.4513033075165	-18.157242006062	-16.8874024223231	-20.2093305172105	-19.4639033442961	-20.8373617398235	-16.8414661381563	-14.4411461924336	-14.0867308752206	-19.3899027628523	-18.9748652635735	-19.9748652635735	-19.2967933584608	-19.414150309099	-18.9217539271139	-16.6710845153964	-19.1675103415159	-14.2260015490378	-18.9392413538428	-18.4766143960457	-15.6583574444704	-18.8874024223231	-17.5756941697537	-17.4080501095626	-17.5419058562974	-15.0560020262989	-25.2967933584608	-22.9748652635735	-27.1959242580453	-21.0488658450173	-22.4894384364032	-20.0873399928319	-23.7118308577397	-25.2967933584608	-21.2967933584608	-19.0300068177659	-24.2967933584608	-20.7118308577397	-19.8705286037587	-19.6820835143456	-19.3899027628523	-18.1778522857373	-24.2967933584608	-24.2967933584608	-20.4388123633333	-19.1268683570185	-23.7118308577397	-18.2855661030376	-18.21997776141	-22.4894384364032	-22.1268683570185	-18.1987612755003	-18.0583886191358	-17.1987612755003	-17.157242006062	-16.9703638713385	-27.0894837994297	-26.2847779190763	-25.8570232202051	-27.0894837994297	-22.4894384364032	-19.5419058562974	-26.1959242580453	-25.8570232202051	-25.8570232202051	-25.6109617573242	-25.2967933584608	-23.0074014312247	-27.0894837994297	-27.0894837994297	-25.2967933584608	-24.2967933584608	-22.9748652635735	-27.1959242580453	-27.1959242580453	-24.8570232202051	-27.0894837994297	-22.7118308577397	-22.2967933584608	-27.1959242580453	-22.4894384364032	-21.8373617398235	-21.8373617398235	-27.1959242580453	-19.5688729038976	-25.0074014312247	-25.2967933584608	-25.0074014312247	-24.0074014312247	-27.1959242580453	-22.4894384364032	-23.7118308577397	-19.8373617398235	-22.4894384364032	-21.3899027628523	-18.067974667965	-20.2967933584608	-25.6109617573242	-24.0074014312247	-27.2847779190763	-21.0488658450173	-25.0074014312247	-27.0894837994297	-24.025999256603	-24.2967933584608	-25.5045212987086	-22.4894384364032	-1.0558370597385
D2	-22.2586070538131	-20.9366789589257	-24.8435695545342	-22.5216414596469	-22.2586070538131	-22.5216414596469	-23.8435695545342	-23.8435695545342	-20.1997133647595	-19.6341161889053	-22.2586070538131	-19.1431298363932	-22.5216414596469	-19.0886820523708	-22.2586070538131	-27.0894837994297	-20.6736445530919	-22.8435695545342	-24.8435695545342	-19.9855885594067	-21.0362146324766	-19.6736445530919	-20.5216414596469	-20.0886820523708	-22.8435695545342	-23.2586070538131	-21.0362146324766	-18.3044107434262	-21.2586070538131	-25.2847779190763	-22.8435695545342	-20.1431298363932	-21.8435695545342	-18.0886820523708	-24.8570232202051	-21.6736445530919	-25.2967933584608	-23.2586070538131	-23.8435695545342	-21.8435695545342	-20.0886820523708	-21.1431298363932	-18.0886820523708	-21.3841379358969	-19.7991754351758	-16.6051648152092	-25.8282863832204	-19.1997133647595	-19.4860175499162	-17.0556669951428	-22.2586070538131	-19.2889807028566	-17.1293240368681	-16.5261569407694	-15.4794348995262	-25.8282863832204	-21.0362146324766	-15.5651200963138	-25.6998154183552	-27.0894837994297	-23.8435695545342	-24.8435695545342	-21.3841379358969	-19.7142865375893	-20.9366789589257	-19.2586070538131	-22.5216414596469	-23.2586070538131	-22.8435695545342	-21.3841379358969	-23.2586070538131	-18.9128322169714	-19.8435695545342	-18.4512521317555	-18.6147508640384	-21.2586070538131	-13.186251104953	-21.6736445530919	-25.8570232202051	-18.3841379358969	-24.8435695545342	-21.5216414596469	-22.0362146324766	-19.558167335672	-21.8435695545342	-19.9855885594067	-17.4512521317555	-16.7614205131804	-15.8379450053404	-17.9855885594067	-15.7694280917817	-13.9165323858139	-18.1711442125627	-26.2967933584608	-23.8435695545342	-22.5216414596469	-25.8570232202051	-22.0362146324766	-23.8435695545342	-21.6736445530919	-22.5216414596469	-23.2586070538131	-21.1431298363932	-21.5216414596469	-24.8435695545342	-20.7561067132839	-24.8435695545342	-24.8435695545342	-19.7991754351758	-18.115649099971	-24.8435695545342	-24.8435695545342	-24.8435695545342	-24.8435695545342	-22.8435695545342	-23.8435695545342	-23.8282863832204	-20.6736445530919	-22.0362146324766	-20.0362146324766	-19.9855885594067	-23.2586070538131	-21.2586070538131	-20.1431298363932	-18.6537449956542	-16.3517164582046	-17.2586070538131	-22.5216414596469	-19.228859710419	-16.9609265051724	-15.8156635579644	-15.2718169110307	-18.8435695545342	-23.8435695545342	-23.2586070538131	-20.2586070538131	-18.9128322169714	-20.1997133647595	-19.7142865375893	-24.8435695545342	-21.0362146324766	-17.0233905921191	-23.8435695545342	-22.8435695545342	-22.8435695545342	-21.8435695545342	-23.8435695545342	-21.8435695545342	-22.0362146324766	-18.9855885594067	-20.1431298363932	-19.7561067132839	-18.5216414596469	-18.6736445530919	-19.0886820523708	-17.2813271303132	-16.3121880940179	-14.1755710188617	-14.558167335672	-14.5732742280622	-12.7674220265117	-12.2158077021316	-9.83260444048373	-21.8435695545342	-22.5216414596469	-22.8435695545342	-19.558167335672	-18.0886820523708	-17.2069449339906	-17.7246284818107	-22.8435695545342	-22.2586070538131	-19.5956420410907	-23.2586070538131	-18.0622098410096	-19.3517164582046	-17.9980795035899	-8.00141566989937	-9.65710706691549	-6.14831747029589	-27.2847779190763	-25.8570232202051	-21.2586070538131	-17.6438972096979	-16.7561067132839	-16.4948414003032	-14.9840347681516	-10.9632207463782	-27.0894837994297	-23.2586070538131	-24.8435695545342	-22.0362146324766	-22.8435695545342	-22.8435695545342	-18.1711442125627	-21.5216414596469	-20.5216414596469	-21.3841379358969	-22.0362146324766	-17.1782336373491	-14.6027782223723	-14.1164999965105	-14.4426901182521	-13.882119860136	-12.0471242954724	-24.8435695545342	-23.8435695545342	-24.2967933584608	-24.2847779190763	-20.1431298363932	-22.2586070538131	-22.2586070538131	-21.5216414596469	-20.4512521317555	-20.3841379358969	-16.9732048349508	-15.2737139462033	-17.4426901182521	-18.0886820523708	-17.4512521317555	-16.4992736466184	-15.9427027465535	-14.4860175499162	-14.8922848395673	-14.0281862587207	-13.5250267448315	-12.1729133054158	-11.3141390003881	-14.2206026097437	-1.04676687112831	-27.1959242580453	-22.8435695545342	-22.0362146324766	-27.0894837994297	-19.8435695545342	-17.8212017415058	-24.8435695545342	-17.8212017415058	-20.2586070538131	-20.1997133647595	-24.8435695545342	-16.638998410285	-13.3472150659696	-15.4948414003032	-20.6736445530919	-20.6736445530919	-21.6736445530919	-19.6736445530919	-21.5216414596469	-20.7561067132839	-18.0886820523708	-21.2586070538131	-14.4882184581094	-18.9855885594067	-20.3200075984772	-16.56744514926	-20.2586070538131	-18.9128322169714	-18.6537449956542	-18.5397888063571	-14.6774064718881	-27.2847779190763	-24.8435695545342	-27.1959242580453	-23.2586070538131	-23.8435695545342	-21.5216414596469	-27.2847779190763	-26.2967933584608	-21.2586070538131	-18.0622098410096	-23.2586070538131	-18.7561067132839	-20.5956420410907	-22.8435695545342	-22.5216414596469	-19.1711442125627	-23.2586070538131	-22.0362146324766	-21.3841379358969	-19.9366789589257	-27.0894837994297	-19.3841379358969	-19.2586070538131	-23.2586070538131	-23.2586070538131	-19.7991754351758	-18.8435695545342	-17.4860175499162	-16.9670526079692	-18.0491536881841	-27.0894837994297	-26.2847779190763	-25.8570232202051	-27.0894837994297	-24.8435695545342	-17.0233905921191	-26.1959242580453	-25.8570232202051	-24.8435695545342	-25.6109617573242	-23.2586070538131	-23.0074014312247	-27.0894837994297	-27.0894837994297	-26.2967933584608	-19.7991754351758	-23.9748652635735	-27.1959242580453	-27.1959242580453	-24.8570232202051	-27.0894837994297	-27.0894837994297	-22.0362146324766	-27.1959242580453	-23.2586070538131	-27.1959242580453	-20.3841379358969	-27.1959242580453	-20.4512521317555	-25.0074014312247	-27.1959242580453	-25.0074014312247	-24.0074014312247	-27.1959242580453	-23.8435695545342	-27.0894837994297	-22.0362146324766	-21.2586070538131	-21.1431298363932	-19.558167335672	-21.8435695545342	-25.6109617573242	-24.0074014312247	-27.2847779190763	-22.2586070538131	-25.0074014312247	-27.0894837994297	-24.025999256603	-23.8435695545342	-25.5045212987086	-26.2847779190763	-1.02229188012997
D3	-24.962849824189	-26.2967933584608	-25.8435695545342	-22.0754208801429	-25.8282863832204	-23.0754208801429	-21.4904583794217	-25.2967933584608	-22.7118308577397	-23.5350951253177	-18.9054958787006	-20.4904583794217	-22.0754208801429	-21.4904583794217	-24.2967933584608	-27.0894837994297	-23.9748652635735	-20.0754208801429	-23.0754208801429	-21.0754208801429	-23.0754208801429	-23.0754208801429	-20.0754208801429	-23.0754208801429	-27.0894837994297	-20.7534927852555	-22.0754208801429	-19.2680659580853	-19.2680659580853	-23.0754208801429	-19.0754208801429	-18.9879580388926	-19.0754208801429	-18.121224569756	-24.8570232202051	-23.0754208801429	-23.0754208801429	-22.0754208801429	-27.2847779190763	-23.0754208801429	-19.0754208801429	-19.7534927852555	-18.3749811620018	-17.3205333779794	-18.6831034573641	-15.808634339448	-25.8282863832204	-20.2680659580853	-19.7534927852555	-16.6491561254408	-23.0754208801429	-18.6159892615056	-17.1927778307811	-15.3819339226436	-15.9773887971824	-23.0754208801429	-19.0754208801429	-16.1685302845344	-25.6998154183552	-27.0894837994297	-21.4904583794217	-19.1685302845344	-23.0754208801429	-21.0754208801429	-22.9748652635735	-19.1685302845344	-24.7118308577397	-24.2586070538131	-22.0754208801429	-21.0754208801429	-24.2586070538131	-18.8274933666993	-18.121224569756	-18.0310267607844	-17.7178688755248	-18.9054958787006	-14.7047334733357	-26.2847779190763	-25.8570232202051	-23.0754208801429	-25.8570232202051	-21.4904583794217	-23.0754208801429	-18.9879580388926	-20.7534927852555	-19.9054958787006	-17.4904583794217	-16.5676262399442	-15.2050561605595	-18.6159892615056	-15.1989039335779	-14.1125248748056	-22.0754208801429	-26.2967933584608	-24.8435695545342	-23.0754208801429	-25.8570232202051	-18.5518589240859	-24.8435695545342	-20.7534927852555	-21.4904583794217	-24.2586070538131	-23.5350951253177	-21.0754208801429	-25.8435695545342	-18.8274933666993	-17.4315646903682	-25.8435695545342	-18.0310267607844	-17.121224569756	-23.0754208801429	-26.2847779190763	-23.0754208801429	-23.0754208801429	-24.4774229970187	-18.8274933666993	-18.4904583794217	-21.0754208801429	-24.183544067774	-22.0754208801429	-19.6159892615056	-22.0754208801429	-21.4904583794217	-18.4904583794217	-19.0754208801429	-17.4904583794217	-17.0754208801429	-21.4904583794217	-19.4904583794217	-16.9054958787006	-14.8562523596807	-14.7625379248585	-23.0754208801429	-21.0754208801429	-22.0754208801429	-21.0754208801429	-18.6159892615056	-18.0310267607844	-19.9054958787006	-25.8570232202051	-19.6159892615056	-17.6491561254408	-23.0754208801429	-23.8570232202051	-22.0754208801429	-21.0754208801429	-24.8435695545342	-22.0754208801429	-19.4904583794217	-21.4904583794217	-20.4904583794217	-19.1685302845344	-18.6831034573641	-20.2680659580853	-17.3475004255797	-15.7266927259118	-14.6745414438607	-14.4643960828355	-13.9959360963161	-14.1241361651759	-12.3775845221805	-11.5562760921455	-10.1081946213069	-18.2174398850153	-16.8274933666993	-21.0754208801429	-17.0310267607844	-19.7534927852555	-19.1685302845344	-18.3749811620018	-26.2967933584608	-24.8282863832204	-21.0754208801429	-19.0754208801429	-20.0754208801429	-21.4904583794217	-17.7178688755248	-12.9397115940385	-10.8112715404196	-10.1960290836577	-27.2847779190763	-25.8570232202051	-19.2680659580853	-23.0754208801429	-15.9879580388926	-15.808634339448	-13.9879580388926	-10.9196539416972	-27.0894837994297	-26.2967933584608	-23.0754208801429	-23.0754208801429	-21.4904583794217	-21.0754208801429	-23.0754208801429	-22.0754208801429	-17.6491561254408	-20.7534927852555	-23.0754208801429	-18.7534927852555	-14.4979920521072	-13.5265989716841	-13.3339538937418	-13.0910024213418	-11.634551712532	-25.8435695545342	-24.8435695545342	-24.2967933584608	-23.0754208801429	-24.2433238824993	-21.0754208801429	-21.0754208801429	-23.0754208801429	-19.7534927852555	-18.121224569756	-19.0754208801429	-15.5208320284653	-14.6449683284774	-18.0310267607844	-16.1329063748037	-15.5208320284653	-10.6060334391786	-12.8251224622366	-13.678816098961	-12.9551830028009	-12.5459903259967	-12.1110800123505	-10.45176797209	-12.9371490799707	-2.5974541616653	-27.1959242580453	-23.0754208801429	-23.0754208801429	-27.0894837994297	-19.9054958787006	-16.9054958787006	-23.0754208801429	-18.3205333779794	-23.0754208801429	-18.4904583794217	-22.0754208801429	-16.2810050137928	-14.7090986658971	-15.657568365257	-18.121224569756	-20.0754208801429	-20.7534927852555	-21.0754208801429	-18.9054958787006	-21.4904583794217	-18.2680659580853	-21.4904583794217	-15.4904583794217	-20.7534927852555	-20.0754208801429	-16.6660299440052	-19.2680659580853	-18.5518589240859	-18.8274933666993	-18.1685302845344	-14.758008266378	-27.2847779190763	-25.8435695545342	-27.1959242580453	-24.6998154183552	-26.2847779190763	-22.5216414596469	-27.2847779190763	-26.2967933584608	-22.0754208801429	-19.4904583794217	-25.2967933584608	-21.4904583794217	-20.0754208801429	-19.9054958787006	-17.8274933666993	-19.2680659580853	-25.2967933584608	-25.5045212987086	-20.7534927852555	-20.0754208801429	-27.0894837994297	-18.9879580388926	-21.4904583794217	-23.0754208801429	-22.0754208801429	-18.5518589240859	-18.121224569756	-16.4904583794217	-15.098140956643	-16.0419978786055	-27.0894837994297	-26.2847779190763	-25.8570232202051	-23.0754208801429	-27.0894837994297	-17.7178688755248	-26.1959242580453	-25.8570232202051	-25.8570232202051	-25.6109617573242	-26.2967933584608	-23.0074014312247	-27.0894837994297	-27.0894837994297	-26.2967933584608	-25.2967933584608	-23.9748652635735	-27.1959242580453	-27.1959242580453	-23.0754208801429	-27.0894837994297	-27.0894837994297	-21.0754208801429	-27.1959242580453	-24.2586070538131	-27.1959242580453	-23.108461416795	-27.1959242580453	-21.4904583794217	-25.0074014312247	-27.1959242580453	-25.0074014312247	-24.0074014312247	-27.1959242580453	-23.0754208801429	-22.0754208801429	-21.0754208801429	-21.0754208801429	-20.0754208801429	-19.2680659580853	-21.4904583794217	-25.6109617573242	-24.0074014312247	-27.2847779190763	-21.4904583794217	-25.0074014312247	-27.0894837994297	-24.025999256603	-27.2847779190763	-23.0754208801429	-26.2847779190763	-0.273649182129159
